Unnamed: 0.1,Unnamed: 0,text_id,term_id,text,term,polarity,example1_term_id,example1_prompt,example2_term_id,example2_prompt,example3_term_id,example3_prompt,polarity_pred,prompt_name,prompt,error,structured_analysis,unstructured_analysis
414,414,158,414,"For lunch, opt for an outstanding, triple-decker roast turkey club or brioche burger with skin-on fries.",lunch,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: For lunch, opt for an outstanding, triple-decker roast turkey club or brioche burger with skin-on fries.
Prompt: What is the sentiment in the text towards 'lunch'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""outstanding"": ""0.30""},
{""triple-decker"": ""0.20""},
{""roast turkey club"": ""0.20""},
{""brioche burger"": ""0.15""},
{""skin-on fries"": ""0.15""}
]","I made the prediction based on the positive adjectives ""outstanding"" and ""triple-decker"" used to describe the roast turkey club and brioche burger. These words indicate a positive sentiment towards the term ""lunch"" in the text."
229,229,86,229,"The mango salsa with fish cake was too sour, the apple suace for pork chop too sweet.",pork chop,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The mango salsa with fish cake was too sour, the apple suace for pork chop too sweet.
Prompt: What is the sentiment in the text towards 'pork chop'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""sour"",""importance"":""0.40""},
{""sweet"",""importance"":""0.40""},
{""too"",""importance"":""0.20""}
]","I made the prediction based on the negative descriptions of the food items in the text (""too sour"" and ""too sweet""). These descriptions indicate a negative sentiment towards the food, including the pork chop."
71,71,26,71,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,fries,positive,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.
Prompt: What is the sentiment in the text towards 'fries'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""burgers"":""0.70""},
{""fries"":""0.30""}]","I made the prediction based on the phrase ""I've had better burgers and fries at the local dinner in my neighborhood."" The comparison to having better fries elsewhere indicates a negative sentiment towards the fries mentioned in the text."
299,299,115,299,"I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.",shrimp dishes,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.
Prompt: What is the sentiment in the text towards 'shrimp dishes'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""shrimp summer role"",""importance"":""0.30""},
{""chicken kabob's"",""importance"":""0.20""},
{""chicken"",""importance"":""0.20""},
{""shrimp dishes"",""importance"":""0.30""}
]","I made the prediction based on the positive sentiment expressed towards ""shrimp summer role"" and ""shrimp dishes"" in the input text. The mention of loving these dishes indicates a positive sentiment towards shrimp dishes."
276,276,106,276,If you don't want to wait 45 minutes for a table or a long time for service then don't go @ 9pm on a Friday or Saturday night.,table,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: If you don't want to wait 45 minutes for a table or a long time for service then don't go @ 9pm on a Friday or Saturday night.
Prompt: What is the sentiment in the text towards 'table'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""wait"":""0.30""},
{""long time"":""0.30""},
{""9pm on a Friday or Saturday night"":""0.40""}
]","I made the prediction based on the negative sentiment expressed towards waiting for a table for 45 minutes and a long time for service. The words ""wait 45 minutes for a table"" and ""long time for service"" indicated a negative sentiment towards tables in the text."
333,333,127,333,The service was less than spectacular (two waiters fought in front of us over which one got our table) and the bread put out as an appetizer was sub-par.,bread,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The service was less than spectacular (two waiters fought in front of us over which one got our table) and the bread put out as an appetizer was sub-par.
Prompt: What is the sentiment in the text towards 'bread'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""less than spectacular"",""importance"":""0.70""},
{""sub-par"",""importance"":""0.30""}
]","I made the prediction based on the negative descriptions of the service (""less than spectacular,"" ""waiters fought in front of us"") and the negative evaluation of the bread (""sub-par""). These negative descriptions influenced my decision to classify the sentiment towards 'bread' as negative."
255,255,96,255,"I would have told the wait staff if anyone had asked me if I enjoyed my meal, but no one asked.",wait staff,negative,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: I would have told the wait staff if anyone had asked me if I enjoyed my meal, but no one asked.
Prompt: What is the sentiment in the text towards 'wait staff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""wait staff"":""0.70""},
{""no one asked"":""0.30""}
]","I made the prediction based on the absence of any positive feedback towards the wait staff in the text. The phrase ""no one asked"" indicates a lack of engagement or attention from the wait staff, leading to a negative sentiment."
230,230,87,230,Had a mouthwatering sardinian Stuffed Squid and a Catfish fiumarola from Rome( think was capers and anchovies sauce).,sardinian Stuffed Squid,positive,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: Had a mouthwatering sardinian Stuffed Squid and a Catfish fiumarola from Rome( think was capers and anchovies sauce).
Prompt: What is the sentiment in the text towards 'sardinian Stuffed Squid'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""word"":""mouthwatering"",""importance"":""0.40""},
{""word"":""Stuffed Squid"",""importance"":""0.30""},
{""word"":""sardinian"",""importance"":""0.30""}
]","I made the prediction based on the positive words used to describe the ""sardinian Stuffed Squid"" such as ""mouthwatering"" and the mention of the specific dish being from Sardinia. These positive descriptors indicate a favorable sentiment towards the dish."
139,139,54,139,"The waitstaff are surprisingly uninformed and unintelligent, and I say this even though I liked my waiter.",waitstaff,negative,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The waitstaff are surprisingly uninformed and unintelligent, and I say this even though I liked my waiter.
Prompt: What is the sentiment in the text towards 'waitstaff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""word"":""uninformed"",""importance"":""0.40""},
{""word"":""unintelligent"",""importance"":""0.40""},
{""word"":""liked"",""importance"":""0.20""}
]","I made the prediction based on the negative descriptors ""uninformed"" and ""unintelligent"" used to describe the waitstaff. These words strongly indicate a negative sentiment towards the waitstaff in the text."
52,52,18,52,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,lox spread,positive,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: Try the olive cream cheese or the lox spread on a whole wheat everything bagel.
Prompt: What is the sentiment in the text towards 'lox spread'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""word"":""try"",""importance"":""0.2""},
{""word"":""olive cream cheese"",""importance"":""0.2""},
{""word"":""lox spread"",""importance"":""0.6""}
]","I made the prediction based on the positive sentiment conveyed towards the ""lox spread"" in the text. The words ""try,"" ""olive cream cheese,"" and ""whole wheat everything bagel"" suggest a positive attitude towards the food item, indicating a favorable sentiment."
310,310,119,310,We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.,brunch,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",neutral,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.
Prompt: What is the sentiment in the text towards 'brunch'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""brunch"":""0.50""},
{""service"":""0.30""},
{""treated"":""0.20""}
]","I made the prediction based on the words ""majorly disappointed"" and ""service"" in the text. The negative sentiment expressed towards the service and how they were treated likely influenced the overall sentiment towards the brunch to be neutral."
317,317,121,317,"Once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table, our plates sat uncleared on the table for just as long.",waitress,negative,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: Once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table, our plates sat uncleared on the table for just as long.
Prompt: What is the sentiment in the text towards 'waitress'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""word"":""waitress"",""importance"":""1.0""}
]","I made the prediction based on the negative descriptions of the waitress's actions, such as ""took 15 minutes bringing drinks"" and ""plates sat uncleared on the table."" These specific instances of poor service towards the waitress influenced my decision to classify the sentiment as negative."
228,228,86,228,"The mango salsa with fish cake was too sour, the apple suace for pork chop too sweet.",apple suace,negative,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The mango salsa with fish cake was too sour, the apple suace for pork chop too sweet.
Prompt: What is the sentiment in the text towards 'apple suace'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""word"":""too sweet"",""importance"":""0.7""},
{""word"":""pork chop"",""importance"":""0.3""}
]","I made the prediction based on the words ""too sweet"" in the text, which indicates a negative sentiment towards the apple sauce. The phrase ""too sweet"" suggests that the sweetness level of the apple sauce was excessive, leading to a negative perception."
443,443,168,443,"The smoked salmon appetizer was pretty good (it comes with goat cheese, calpers and onions).",smoked salmon appetizer,positive,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The smoked salmon appetizer was pretty good (it comes with goat cheese, calpers and onions).
Prompt: What is the sentiment in the text towards 'smoked salmon appetizer'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""smoked salmon appetizer"":""0.70""},
{""good"":""0.30""}
]","I made the prediction based on the positive sentiment conveyed towards the ""smoked salmon appetizer"" in the text. The words ""pretty good"" and the description of the ingredients such as ""goat cheese, capers, and onions"" indicated a positive sentiment towards the appetizer."
422,422,159,422,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",neutral,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.
Prompt: What is the sentiment in the text towards 'back waiters'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""back waiters"":""0.50""},
{""authentic foods"":""0.30""},
{""tastes"":""0.20""}
]","I made my prediction based on the overall tone of the text, which focuses on the importance of authentic foods and the experience rather than the service aspects. The phrase ""back waiters"" is mentioned in the context of describing a five-star service setup, but the emphasis of the text is on the food and experience, so the sentiment towards ""back waiters"" is neutral."
428,428,161,428,"Had a party of 7 people for dinner here on a busy night for the restaurant, and our meal was excellent and served with extreme consistency (all appetizers and main courses were served at the right times, with none of the dishes served at the wrong temperature).",dishes served,positive,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: Had a party of 7 people for dinner here on a busy night for the restaurant, and our meal was excellent and served with extreme consistency (all appetizers and main courses were served at the right times, with none of the dishes served at the wrong temperature).
Prompt: What is the sentiment in the text towards 'dishes served'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""word"":""excellent"",""importance"":""0.40""},
{""word"":""served with extreme consistency"",""importance"":""0.30""},
{""word"":""right times"",""importance"":""0.20""},
{""word"":""none of the dishes served at the wrong temperature"",""importance"":""0.10""}
]","I made the prediction based on the positive descriptions of the meal being excellent, served with extreme consistency, and all dishes being served at the right times and temperatures. These words and phrases indicated a positive sentiment towards the dishes served."
219,219,83,219,"The service was non-existant, the manager spent all of his time at the bar.",manager,negative,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The service was non-existant, the manager spent all of his time at the bar.
Prompt: What is the sentiment in the text towards 'manager'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""word"":""non-existant"",""importance"":""0.70""},
{""word"":""spent all of his time at the bar"",""importance"":""0.30""}
]","I made the prediction based on the negative sentiment expressed towards the manager in the text. The words ""non-existent"" and ""spent all of his time at the bar"" indicate a negative perception of the manager's behavior and performance."
280,280,107,280,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",wait staff,negative,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.
Prompt: What is the sentiment in the text towards 'wait staff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""unfriendly staff"":""0.70""},
{""foul faced"":""0.30""}
]","I made the prediction based on the words ""unfriendly staff"", ""foul faced wait staff"", and the overall negative tone of the text towards the staff members. These words and phrases indicated a negative sentiment towards the wait staff."
146,146,57,146,We hunted the waitress to at least pay for the drinks.,waitress,negative,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: We hunted the waitress to at least pay for the drinks.
Prompt: What is the sentiment in the text towards 'waitress'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""waitress"":""-0.70""}, {""hunted"":""0.30""}]","I made the prediction based on the word ""hunted"" which implies a negative and aggressive tone towards the waitress. This word strongly suggests a negative sentiment towards the waitress in the text."
396,396,151,396,"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?",exotic teas,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",neutral,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?
Prompt: What is the sentiment in the text towards 'exotic teas'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""exotic teas"":""0.50""},
{""cheap and delightful"":""0.50""}
]","I made the prediction based on the context provided in the input text. The phrase ""There is nothing else on the menu except for exotic teas and cold beverages"" indicates a limited menu selection, which could be seen as a neutral statement. The following phrase ""but with a meal this cheap and delightful, who would care?"" expresses a positive sentiment towards the meal, but does not directly convey a sentiment towards the exotic teas. Therefore, the overall sentiment towards ""exotic teas"" is neutral."
182,182,70,182,"The trick to the tomato and onions is ask for it light on the onions, heavy on the tomatoes, order steak for one less person than you have in your party and if the steak is too rare, you can cook the individual pieces more by placing them on the platter around the edges.",tomatoes,positive,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The trick to the tomato and onions is ask for it light on the onions, heavy on the tomatoes, order steak for one less person than you have in your party and if the steak is too rare, you can cook the individual pieces more by placing them on the platter around the edges.
Prompt: What is the sentiment in the text towards 'tomatoes'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[
{""word"":""good"",""importance"":""0.4""},
{""word"":""bit in your face"",""importance"":""0.3""},
{""word"":""better"",""importance"":""0.3""}
]","I made my prediction based on the positive sentiment expressed towards tomatoes in the input text. The phrase ""heavy on the tomatoes"" indicates a preference for a larger quantity of tomatoes, suggesting a positive sentiment towards them."
245,245,92,245,Anyway we get a table and order some appetizers from one of the waitresses who was pleasently nice.,appetizers,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",neutral,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: Anyway we get a table and order some appetizers from one of the waitresses who was pleasently nice.
Prompt: What is the sentiment in the text towards 'appetizers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""waitresses"": ""0.5""}, {""nice"": ""0.5""}]","I made the prediction based on the words ""order,"" ""appetizers,"" and ""waitresses who was pleasantly nice."" The overall tone of the sentence is positive, indicating a neutral sentiment towards the term ""appetizers."""
