,text_id,term_id,text,term,polarity,polarity_pred,token_weights
278,107,278,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",brunch,neutral,neutral,"but : 2.041756649529249, on : -0.13037870958757733, recent : -0.20512112116023085, sunday : -0.3937238079301976, brunch : 0.29834038353245285, was : 0.6756384514067241, greeted : -0.43858968468276516, by : -0.38154381418577143, uniformly : -0.05718570651044713, unfriendly : 0.13289228171372558, staff : -0.9159157659545786, starting : -0.05510545406074469, with : -1.066377583521574, the : 0.1599567509788442, hostess : -0.6600931824399111, and : -1.4714550858778395, to : 0.06489666268372277, faced : -0.08628228798923038, wait : -0.6531231529058147, staff : -0.9159157659545786"
279,107,279,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",hostess,negative,positive,"but : 2.041756649529249, on : -0.13037870958757733, recent : -0.20512112116023085, sunday : -0.3937238079301976, brunch : 0.29834038353245285, was : 0.6756384514067241, greeted : -0.43858968468276516, by : -0.38154381418577143, uniformly : -0.05718570651044713, unfriendly : 0.13289228171372558, staff : -0.9159157659545786, starting : -0.05510545406074469, with : -1.066377583521574, the : 0.1599567509788442, hostess : -0.6600931824399111, and : -1.4714550858778395, to : 0.06489666268372277, faced : -0.08628228798923038, wait : -0.6531231529058147, staff : -0.9159157659545786"
280,107,280,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",wait staff,negative,negative,"but : 2.041756649529249, on : -0.13037870958757733, recent : -0.20512112116023085, sunday : -0.3937238079301976, brunch : 0.29834038353245285, was : 0.6756384514067241, greeted : -0.43858968468276516, by : -0.38154381418577143, uniformly : -0.05718570651044713, unfriendly : 0.13289228171372558, staff : -0.9159157659545786, starting : -0.05510545406074469, with : -1.066377583521574, the : 0.1599567509788442, hostess : -0.6600931824399111, and : -1.4714550858778395, to : 0.06489666268372277, faced : -0.08628228798923038, wait : -0.6531231529058147, staff : -0.9159157659545786"
281,108,281,The food was served promptly and was really hot.,food,positive,positive,"the : 0.1599567509788442, food : 0.7708413724540557, was : 0.6756384514067241, served : -0.18774716975824113, promptly : -1.0163181046621839, and : -1.4714550858778395, was : 0.6756384514067241, really : 0.3064502671213568, hot : 0.32874781044321605"
282,108,282,The food was served promptly and was really hot.,served,neutral,positive,"the : 0.1599567509788442, food : 0.7708413724540557, was : 0.6756384514067241, served : -0.18774716975824113, promptly : -1.0163181046621839, and : -1.4714550858778395, was : 0.6756384514067241, really : 0.3064502671213568, hot : 0.32874781044321605"
283,109,283,We had reservations and when we showed up the manager told us the wait was over 45 mins.,reservations,neutral,neutral,"we : -0.3054258736797305, had : 0.18830730092669362, reservations : 0.8149261312099674, and : -1.4714550858778395, when : 0.7736131650522035, we : -0.3054258736797305, showed : -0.3405753719156737, up : 0.3657616299706305, the : 0.1599567509788442, manager : -0.15221989383215045, told : 0.3188392645115736, us : -0.07882380616122509, the : 0.1599567509788442, wait : -0.6531231529058147, was : 0.6756384514067241, over : 0.494840250165979, 45 : 0.5484586591007403, mins : -0.1777472422632111"
284,109,284,We had reservations and when we showed up the manager told us the wait was over 45 mins.,manager,negative,negative,"we : -0.3054258736797305, had : 0.18830730092669362, reservations : 0.8149261312099674, and : -1.4714550858778395, when : 0.7736131650522035, we : -0.3054258736797305, showed : -0.3405753719156737, up : 0.3657616299706305, the : 0.1599567509788442, manager : -0.15221989383215045, told : 0.3188392645115736, us : -0.07882380616122509, the : 0.1599567509788442, wait : -0.6531231529058147, was : 0.6756384514067241, over : 0.494840250165979, 45 : 0.5484586591007403, mins : -0.1777472422632111"
285,109,285,We had reservations and when we showed up the manager told us the wait was over 45 mins.,wait,negative,negative,"we : -0.3054258736797305, had : 0.18830730092669362, reservations : 0.8149261312099674, and : -1.4714550858778395, when : 0.7736131650522035, we : -0.3054258736797305, showed : -0.3405753719156737, up : 0.3657616299706305, the : 0.1599567509788442, manager : -0.15221989383215045, told : 0.3188392645115736, us : -0.07882380616122509, the : 0.1599567509788442, wait : -0.6531231529058147, was : 0.6756384514067241, over : 0.494840250165979, 45 : 0.5484586591007403, mins : -0.1777472422632111"
286,110,286,"We initially ordered a bottle of wine and the waitress though we may not like it, so she offered us a taste.",waitress,negative,negative,"we : -0.3054258736797305, initially : -0.12723342267352936, ordered : 0.030509662853600114, bottle : -0.01777070666677915, of : -0.6721133239838706, wine : 0.5541521595474224, and : -1.4714550858778395, the : 0.1599567509788442, waitress : -0.5058871333312062, though : 0.46461391215843534, we : -0.3054258736797305, may : -0.05854531616115945, not : 2.476956248275856, like : 0.40025356483795693, it : 0.25400665821968343, so : 0.19039592179678827, she : -0.21261767492568515, offered : -0.7457809162491181, us : -0.07882380616122509, taste : 0.7786055364393332"
287,110,287,"We initially ordered a bottle of wine and the waitress though we may not like it, so she offered us a taste.",taste,neutral,negative,"we : -0.3054258736797305, initially : -0.12723342267352936, ordered : 0.030509662853600114, bottle : -0.01777070666677915, of : -0.6721133239838706, wine : 0.5541521595474224, and : -1.4714550858778395, the : 0.1599567509788442, waitress : -0.5058871333312062, though : 0.46461391215843534, we : -0.3054258736797305, may : -0.05854531616115945, not : 2.476956248275856, like : 0.40025356483795693, it : 0.25400665821968343, so : 0.19039592179678827, she : -0.21261767492568515, offered : -0.7457809162491181, us : -0.07882380616122509, taste : 0.7786055364393332"
288,111,288,My dining companion and I have nothing but raves about the  environment and the Food.,dining,neutral,neutral,"my : -0.0024860046636431283, dining : -0.3332034301718927, companion : -0.07326609965779657, and : -1.4714550858778395, have : -0.27437593717006287, nothing : 1.4554397360766438, but : 2.041756649529249, raves : -0.0376831290789325, about : 0.3460576148470281, the : 0.1599567509788442, environment : -0.042011694940053024, and : -1.4714550858778395, the : 0.1599567509788442, food : 0.7708413724540557"
289,111,289,My dining companion and I have nothing but raves about the  environment and the Food.,environment,positive,positive,"my : -0.0024860046636431283, dining : -0.3332034301718927, companion : -0.07326609965779657, and : -1.4714550858778395, have : -0.27437593717006287, nothing : 1.4554397360766438, but : 2.041756649529249, raves : -0.0376831290789325, about : 0.3460576148470281, the : 0.1599567509788442, environment : -0.042011694940053024, and : -1.4714550858778395, the : 0.1599567509788442, food : 0.7708413724540557"
290,111,290,My dining companion and I have nothing but raves about the  environment and the Food.,Food,positive,positive,"my : -0.0024860046636431283, dining : -0.3332034301718927, companion : -0.07326609965779657, and : -1.4714550858778395, have : -0.27437593717006287, nothing : 1.4554397360766438, but : 2.041756649529249, raves : -0.0376831290789325, about : 0.3460576148470281, the : 0.1599567509788442, environment : -0.042011694940053024, and : -1.4714550858778395, the : 0.1599567509788442, food : 0.7708413724540557"
291,112,291,My husband and I had dinner here last week and the food was very good.,dinner,neutral,neutral,"my : -0.0024860046636431283, husband : -0.23432011811415626, and : -1.4714550858778395, had : 0.18830730092669362, dinner : 0.06580938608266196, here : -0.034916051763656614, last : -0.14258023547858872, week : -0.20235013547183897, and : -1.4714550858778395, the : 0.1599567509788442, food : 0.7708413724540557, was : 0.6756384514067241, very : -0.43624707566788434, good : -0.9579341139312253"
292,112,292,My husband and I had dinner here last week and the food was very good.,food,positive,positive,"my : -0.0024860046636431283, husband : -0.23432011811415626, and : -1.4714550858778395, had : 0.18830730092669362, dinner : 0.06580938608266196, here : -0.034916051763656614, last : -0.14258023547858872, week : -0.20235013547183897, and : -1.4714550858778395, the : 0.1599567509788442, food : 0.7708413724540557, was : 0.6756384514067241, very : -0.43624707566788434, good : -0.9579341139312253"
293,113,293,"The nachos were very very good, but the onion bloom felt too greasy and the calamari was soggy.",nachos,positive,positive,"the : 0.1599567509788442, nachos : -0.06426754259094793, were : 1.1689934909553437, very : -0.43624707566788434, very : -0.43624707566788434, good : -0.9579341139312253, but : 2.041756649529249, the : 0.1599567509788442, onion : 0.048188496283686, felt : -0.19050917291074737, too : 0.4799900536067581, greasy : 0.41413161891008415, and : -1.4714550858778395, the : 0.1599567509788442, calamari : -0.25816367542189667, was : 0.6756384514067241, soggy : 0.5082080143532383"
294,113,294,"The nachos were very very good, but the onion bloom felt too greasy and the calamari was soggy.",onion bloom,negative,positive,"the : 0.1599567509788442, nachos : -0.06426754259094793, were : 1.1689934909553437, very : -0.43624707566788434, very : -0.43624707566788434, good : -0.9579341139312253, but : 2.041756649529249, the : 0.1599567509788442, onion : 0.048188496283686, felt : -0.19050917291074737, too : 0.4799900536067581, greasy : 0.41413161891008415, and : -1.4714550858778395, the : 0.1599567509788442, calamari : -0.25816367542189667, was : 0.6756384514067241, soggy : 0.5082080143532383"
295,113,295,"The nachos were very very good, but the onion bloom felt too greasy and the calamari was soggy.",calamari,negative,positive,"the : 0.1599567509788442, nachos : -0.06426754259094793, were : 1.1689934909553437, very : -0.43624707566788434, very : -0.43624707566788434, good : -0.9579341139312253, but : 2.041756649529249, the : 0.1599567509788442, onion : 0.048188496283686, felt : -0.19050917291074737, too : 0.4799900536067581, greasy : 0.41413161891008415, and : -1.4714550858778395, the : 0.1599567509788442, calamari : -0.25816367542189667, was : 0.6756384514067241, soggy : 0.5082080143532383"
296,114,296,"This much heralded restaurant brought my wife and I some excitement as we walked in the door, but we were met with an awkward maitre'd who barely spoke to us at all and just seemed standoff-ish.",door,neutral,neutral,"this : 0.3789860937031017, much : 0.7824871849767865, restaurant : 0.2618742615691801, brought : -0.021247499399756085, my : -0.0024860046636431283, wife : -0.4852247787055558, and : -1.4714550858778395, some : 0.15993661200334705, as : -0.17235257237303314, we : -0.3054258736797305, walked : 0.12957766456961986, in : 0.17410305733559264, the : 0.1599567509788442, door : 0.45653298209633014, but : 2.041756649529249, we : -0.3054258736797305, were : 1.1689934909553437, met : -0.1280737209273022, with : -1.066377583521574, an : 0.1195060310552104, awkward : 0.1510137658129552, maitre : 0.4087593747477173, who : 0.15378982172690742, barely : 0.4582072203189538, spoke : -0.305404106165531, to : 0.06489666268372277, us : -0.07882380616122509, at : 0.38667932060354876, all : -0.6792124231776974, and : -1.4714550858778395, just : 0.16895411391100815, seemed : 0.5442120474649235, ish : -0.03814069398254915"
297,114,297,"This much heralded restaurant brought my wife and I some excitement as we walked in the door, but we were met with an awkward maitre'd who barely spoke to us at all and just seemed standoff-ish.",maitre,negative,negative,"this : 0.3789860937031017, much : 0.7824871849767865, restaurant : 0.2618742615691801, brought : -0.021247499399756085, my : -0.0024860046636431283, wife : -0.4852247787055558, and : -1.4714550858778395, some : 0.15993661200334705, as : -0.17235257237303314, we : -0.3054258736797305, walked : 0.12957766456961986, in : 0.17410305733559264, the : 0.1599567509788442, door : 0.45653298209633014, but : 2.041756649529249, we : -0.3054258736797305, were : 1.1689934909553437, met : -0.1280737209273022, with : -1.066377583521574, an : 0.1195060310552104, awkward : 0.1510137658129552, maitre : 0.4087593747477173, who : 0.15378982172690742, barely : 0.4582072203189538, spoke : -0.305404106165531, to : 0.06489666268372277, us : -0.07882380616122509, at : 0.38667932060354876, all : -0.6792124231776974, and : -1.4714550858778395, just : 0.16895411391100815, seemed : 0.5442120474649235, ish : -0.03814069398254915"
298,115,298,"I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.",shrimp summer role,positive,neutral,"love : -0.28232175113695973, the : 0.1599567509788442, shrimp : -0.6274265739340852, summer : -0.29806083433236646, chicken : -0.2614298849074775, and : -1.4714550858778395, all : -0.6792124231776974, the : 0.1599567509788442, chicken : -0.2614298849074775, and : -1.4714550858778395, shrimp : -0.6274265739340852, dishes : -0.5436471365138156"
299,115,299,"I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.",shrimp dishes,neutral,positive,"love : -0.28232175113695973, the : 0.1599567509788442, shrimp : -0.6274265739340852, summer : -0.29806083433236646, chicken : -0.2614298849074775, and : -1.4714550858778395, all : -0.6792124231776974, the : 0.1599567509788442, chicken : -0.2614298849074775, and : -1.4714550858778395, shrimp : -0.6274265739340852, dishes : -0.5436471365138156"
300,116,300,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers,neutral,neutral,"from : -0.5657247889759164, beginning : -0.4098637187951963, appetizers : -0.7340123342932203, the : 0.1599567509788442, scallops : -0.20576836018582115, were : 1.1689934909553437, incredible : -0.34223574258041456, to : 0.06489666268372277, the : 0.1599567509788442, delicious : -1.1682031541790925, chocolate : -0.06244679606010882, souffle : -0.12586522097871147, with : -1.066377583521574, mint : 0.23647744248582914, sorbet : -0.06762777090826624, we : -0.3054258736797305, were : 1.1689934909553437, by : -0.38154381418577143, the : 0.1599567509788442, taste : 0.7786055364393332"
301,116,301,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",scallops,positive,neutral,"from : -0.5657247889759164, beginning : -0.4098637187951963, appetizers : -0.7340123342932203, the : 0.1599567509788442, scallops : -0.20576836018582115, were : 1.1689934909553437, incredible : -0.34223574258041456, to : 0.06489666268372277, the : 0.1599567509788442, delicious : -1.1682031541790925, chocolate : -0.06244679606010882, souffle : -0.12586522097871147, with : -1.066377583521574, mint : 0.23647744248582914, sorbet : -0.06762777090826624, we : -0.3054258736797305, were : 1.1689934909553437, by : -0.38154381418577143, the : 0.1599567509788442, taste : 0.7786055364393332"
302,116,302,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate souffle with rasberry mint sorbet,positive,neutral,"from : -0.5657247889759164, beginning : -0.4098637187951963, appetizers : -0.7340123342932203, the : 0.1599567509788442, scallops : -0.20576836018582115, were : 1.1689934909553437, incredible : -0.34223574258041456, to : 0.06489666268372277, the : 0.1599567509788442, delicious : -1.1682031541790925, chocolate : -0.06244679606010882, souffle : -0.12586522097871147, with : -1.066377583521574, mint : 0.23647744248582914, sorbet : -0.06762777090826624, we : -0.3054258736797305, were : 1.1689934909553437, by : -0.38154381418577143, the : 0.1599567509788442, taste : 0.7786055364393332"
303,117,303,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.",waiter,neutral,negative,"our : 0.05402355815250684, waiter : -0.8701139115254307, brought : -0.021247499399756085, out : 0.3215012191840598, three : 0.5493654413240842, main : 0.31886196174840487, courses : -0.2432973226505495, but : 2.041756649529249, the : 0.1599567509788442, wasn : 0.9769989761576022, ready : 0.4141787735300064, so : 0.19039592179678827, we : -0.3054258736797305, had : 0.18830730092669362, to : 0.06489666268372277, wait : -0.6531231529058147, for : -0.3734769200685542, 10 : -0.13353234997652894, minutes : 0.5152283794026853, for : -0.3734769200685542, the : 0.1599567509788442, last : -0.14258023547858872, dish : 0.18573771936485062, to : 0.06489666268372277, arrive : -0.07742980006343464, but : 2.041756649529249, they : 0.25283930947630323, were : 1.1689934909553437, very : -0.43624707566788434, nice : -0.7987665848164006, and : -1.4714550858778395, gave : -0.013161152452250401, us : -0.07882380616122509, free : -0.9125441598071947, red : -0.7062212777967587, pepper : 0.35454652012955234, hummus : -0.16502109717196078, while : 0.41545485299894824, we : -0.3054258736797305, waited : 0.03725003493416637"
304,117,304,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.",main courses,neutral,neutral,"our : 0.05402355815250684, waiter : -0.8701139115254307, brought : -0.021247499399756085, out : 0.3215012191840598, three : 0.5493654413240842, main : 0.31886196174840487, courses : -0.2432973226505495, but : 2.041756649529249, the : 0.1599567509788442, wasn : 0.9769989761576022, ready : 0.4141787735300064, so : 0.19039592179678827, we : -0.3054258736797305, had : 0.18830730092669362, to : 0.06489666268372277, wait : -0.6531231529058147, for : -0.3734769200685542, 10 : -0.13353234997652894, minutes : 0.5152283794026853, for : -0.3734769200685542, the : 0.1599567509788442, last : -0.14258023547858872, dish : 0.18573771936485062, to : 0.06489666268372277, arrive : -0.07742980006343464, but : 2.041756649529249, they : 0.25283930947630323, were : 1.1689934909553437, very : -0.43624707566788434, nice : -0.7987665848164006, and : -1.4714550858778395, gave : -0.013161152452250401, us : -0.07882380616122509, free : -0.9125441598071947, red : -0.7062212777967587, pepper : 0.35454652012955234, hummus : -0.16502109717196078, while : 0.41545485299894824, we : -0.3054258736797305, waited : 0.03725003493416637"
305,117,305,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.",dish,neutral,neutral,"our : 0.05402355815250684, waiter : -0.8701139115254307, brought : -0.021247499399756085, out : 0.3215012191840598, three : 0.5493654413240842, main : 0.31886196174840487, courses : -0.2432973226505495, but : 2.041756649529249, the : 0.1599567509788442, wasn : 0.9769989761576022, ready : 0.4141787735300064, so : 0.19039592179678827, we : -0.3054258736797305, had : 0.18830730092669362, to : 0.06489666268372277, wait : -0.6531231529058147, for : -0.3734769200685542, 10 : -0.13353234997652894, minutes : 0.5152283794026853, for : -0.3734769200685542, the : 0.1599567509788442, last : -0.14258023547858872, dish : 0.18573771936485062, to : 0.06489666268372277, arrive : -0.07742980006343464, but : 2.041756649529249, they : 0.25283930947630323, were : 1.1689934909553437, very : -0.43624707566788434, nice : -0.7987665848164006, and : -1.4714550858778395, gave : -0.013161152452250401, us : -0.07882380616122509, free : -0.9125441598071947, red : -0.7062212777967587, pepper : 0.35454652012955234, hummus : -0.16502109717196078, while : 0.41545485299894824, we : -0.3054258736797305, waited : 0.03725003493416637"
306,117,306,"Our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.",red pepper hummus,positive,neutral,"our : 0.05402355815250684, waiter : -0.8701139115254307, brought : -0.021247499399756085, out : 0.3215012191840598, three : 0.5493654413240842, main : 0.31886196174840487, courses : -0.2432973226505495, but : 2.041756649529249, the : 0.1599567509788442, wasn : 0.9769989761576022, ready : 0.4141787735300064, so : 0.19039592179678827, we : -0.3054258736797305, had : 0.18830730092669362, to : 0.06489666268372277, wait : -0.6531231529058147, for : -0.3734769200685542, 10 : -0.13353234997652894, minutes : 0.5152283794026853, for : -0.3734769200685542, the : 0.1599567509788442, last : -0.14258023547858872, dish : 0.18573771936485062, to : 0.06489666268372277, arrive : -0.07742980006343464, but : 2.041756649529249, they : 0.25283930947630323, were : 1.1689934909553437, very : -0.43624707566788434, nice : -0.7987665848164006, and : -1.4714550858778395, gave : -0.013161152452250401, us : -0.07882380616122509, free : -0.9125441598071947, red : -0.7062212777967587, pepper : 0.35454652012955234, hummus : -0.16502109717196078, while : 0.41545485299894824, we : -0.3054258736797305, waited : 0.03725003493416637"
307,118,307,"I love Chinese food and have been looking for the alternative to the greasy stuff on every corner of New York- ya, you know, the stinky take-out joints that leave you smelling like dinner for 100 for the rest of the night!",Chinese food,positive,neutral,"love : -0.28232175113695973, chinese : 0.09450474847277013, food : 0.7708413724540557, and : -1.4714550858778395, have : -0.27437593717006287, been : 0.35360906037604023, looking : -0.20009893340392165, for : -0.3734769200685542, the : 0.1599567509788442, alternative : 0.03905476763220403, to : 0.06489666268372277, the : 0.1599567509788442, greasy : 0.41413161891008415, stuff : 0.02149500261941048, on : -0.13037870958757733, every : -0.26551172154725267, corner : 0.042365551819493905, of : -0.6721133239838706, new : -0.42248408311535507, york : 0.037855473008101624, you : -0.3419709413939751, know : -0.4893265854637337, the : 0.1599567509788442, stinky : -0.04109535083588241, take : -0.15271785291269138, out : 0.3215012191840598, joints : 0.24072284319572265, that : 0.09505491397152648, leave : 0.2749343735638045, you : -0.3419709413939751, smelling : -0.13483305847505145, like : 0.40025356483795693, dinner : 0.06580938608266196, for : -0.3734769200685542, 100 : 0.1481638168233281, for : -0.3734769200685542, the : 0.1599567509788442, rest : 0.1173479934820155, of : -0.6721133239838706, the : 0.1599567509788442, night : -0.010050715482531029"
308,118,308,"I love Chinese food and have been looking for the alternative to the greasy stuff on every corner of New York- ya, you know, the stinky take-out joints that leave you smelling like dinner for 100 for the rest of the night!",stuff,positive,neutral,"love : -0.28232175113695973, chinese : 0.09450474847277013, food : 0.7708413724540557, and : -1.4714550858778395, have : -0.27437593717006287, been : 0.35360906037604023, looking : -0.20009893340392165, for : -0.3734769200685542, the : 0.1599567509788442, alternative : 0.03905476763220403, to : 0.06489666268372277, the : 0.1599567509788442, greasy : 0.41413161891008415, stuff : 0.02149500261941048, on : -0.13037870958757733, every : -0.26551172154725267, corner : 0.042365551819493905, of : -0.6721133239838706, new : -0.42248408311535507, york : 0.037855473008101624, you : -0.3419709413939751, know : -0.4893265854637337, the : 0.1599567509788442, stinky : -0.04109535083588241, take : -0.15271785291269138, out : 0.3215012191840598, joints : 0.24072284319572265, that : 0.09505491397152648, leave : 0.2749343735638045, you : -0.3419709413939751, smelling : -0.13483305847505145, like : 0.40025356483795693, dinner : 0.06580938608266196, for : -0.3734769200685542, 100 : 0.1481638168233281, for : -0.3734769200685542, the : 0.1599567509788442, rest : 0.1173479934820155, of : -0.6721133239838706, the : 0.1599567509788442, night : -0.010050715482531029"
309,118,309,"I love Chinese food and have been looking for the alternative to the greasy stuff on every corner of New York- ya, you know, the stinky take-out joints that leave you smelling like dinner for 100 for the rest of the night!",dinner,neutral,neutral,"love : -0.28232175113695973, chinese : 0.09450474847277013, food : 0.7708413724540557, and : -1.4714550858778395, have : -0.27437593717006287, been : 0.35360906037604023, looking : -0.20009893340392165, for : -0.3734769200685542, the : 0.1599567509788442, alternative : 0.03905476763220403, to : 0.06489666268372277, the : 0.1599567509788442, greasy : 0.41413161891008415, stuff : 0.02149500261941048, on : -0.13037870958757733, every : -0.26551172154725267, corner : 0.042365551819493905, of : -0.6721133239838706, new : -0.42248408311535507, york : 0.037855473008101624, you : -0.3419709413939751, know : -0.4893265854637337, the : 0.1599567509788442, stinky : -0.04109535083588241, take : -0.15271785291269138, out : 0.3215012191840598, joints : 0.24072284319572265, that : 0.09505491397152648, leave : 0.2749343735638045, you : -0.3419709413939751, smelling : -0.13483305847505145, like : 0.40025356483795693, dinner : 0.06580938608266196, for : -0.3734769200685542, 100 : 0.1481638168233281, for : -0.3734769200685542, the : 0.1599567509788442, rest : 0.1173479934820155, of : -0.6721133239838706, the : 0.1599567509788442, night : -0.010050715482531029"
310,119,310,We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.,brunch,neutral,neutral,"we : -0.3054258736797305, recently : -0.005323599829553759, had : 0.18830730092669362, brunch : 0.29834038353245285, at : 0.38667932060354876, this : 0.3789860937031017, establishment : 0.1294496511294566, with : -1.066377583521574, two : -0.104722483668734, other : 0.27763512392968487, couples : 0.05212824185373217, and : -1.4714550858778395, have : -0.27437593717006287, to : 0.06489666268372277, say : 0.21123881061096653, was : 0.6756384514067241, dissapointed : 0.26868532274221224, with : -1.066377583521574, the : 0.1599567509788442, service : -0.6849207360502474, and : -1.4714550858778395, how : -0.08058377706519727, we : -0.3054258736797305, were : 1.1689934909553437, treated : -0.19992895693049278"
311,119,311,We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.,service,negative,negative,"we : -0.3054258736797305, recently : -0.005323599829553759, had : 0.18830730092669362, brunch : 0.29834038353245285, at : 0.38667932060354876, this : 0.3789860937031017, establishment : 0.1294496511294566, with : -1.066377583521574, two : -0.104722483668734, other : 0.27763512392968487, couples : 0.05212824185373217, and : -1.4714550858778395, have : -0.27437593717006287, to : 0.06489666268372277, say : 0.21123881061096653, was : 0.6756384514067241, dissapointed : 0.26868532274221224, with : -1.066377583521574, the : 0.1599567509788442, service : -0.6849207360502474, and : -1.4714550858778395, how : -0.08058377706519727, we : -0.3054258736797305, were : 1.1689934909553437, treated : -0.19992895693049278"
312,120,312,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,bass,negative,negative,"my : -0.0024860046636431283, bass : 0.06781151034181683, was : 0.6756384514067241, even : 0.37380635437741094, worse : 0.7248823233282632, smothered : 0.4430471869351638, in : 0.17410305733559264, some : 0.15993661200334705, kind : -0.4671458275447249, of : -0.6721133239838706, tomato : 0.34886616983355206, sauce : 0.093990918074225, that : 0.09505491397152648, just : 0.16895411391100815, did : -0.15129735086835575, not : 2.476956248275856, go : 0.29784435476143384, with : -1.066377583521574, fish : -0.04793656995072898, and : -1.4714550858778395, the : 0.1599567509788442, spinach : -0.13424755381915335, that : 0.09505491397152648, accompanied : 0.05910730202827332, the : 0.1599567509788442, dish : 0.18573771936485062, was : 0.6756384514067241, extremely : -0.025701525205518345, dry : 1.5140621324082284, and : -1.4714550858778395, flavorless : 0.30529086990828075"
313,120,313,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,tomato sauce,neutral,negative,"my : -0.0024860046636431283, bass : 0.06781151034181683, was : 0.6756384514067241, even : 0.37380635437741094, worse : 0.7248823233282632, smothered : 0.4430471869351638, in : 0.17410305733559264, some : 0.15993661200334705, kind : -0.4671458275447249, of : -0.6721133239838706, tomato : 0.34886616983355206, sauce : 0.093990918074225, that : 0.09505491397152648, just : 0.16895411391100815, did : -0.15129735086835575, not : 2.476956248275856, go : 0.29784435476143384, with : -1.066377583521574, fish : -0.04793656995072898, and : -1.4714550858778395, the : 0.1599567509788442, spinach : -0.13424755381915335, that : 0.09505491397152648, accompanied : 0.05910730202827332, the : 0.1599567509788442, dish : 0.18573771936485062, was : 0.6756384514067241, extremely : -0.025701525205518345, dry : 1.5140621324082284, and : -1.4714550858778395, flavorless : 0.30529086990828075"
314,120,314,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,fish,negative,negative,"my : -0.0024860046636431283, bass : 0.06781151034181683, was : 0.6756384514067241, even : 0.37380635437741094, worse : 0.7248823233282632, smothered : 0.4430471869351638, in : 0.17410305733559264, some : 0.15993661200334705, kind : -0.4671458275447249, of : -0.6721133239838706, tomato : 0.34886616983355206, sauce : 0.093990918074225, that : 0.09505491397152648, just : 0.16895411391100815, did : -0.15129735086835575, not : 2.476956248275856, go : 0.29784435476143384, with : -1.066377583521574, fish : -0.04793656995072898, and : -1.4714550858778395, the : 0.1599567509788442, spinach : -0.13424755381915335, that : 0.09505491397152648, accompanied : 0.05910730202827332, the : 0.1599567509788442, dish : 0.18573771936485062, was : 0.6756384514067241, extremely : -0.025701525205518345, dry : 1.5140621324082284, and : -1.4714550858778395, flavorless : 0.30529086990828075"
315,120,315,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,spinach,negative,negative,"my : -0.0024860046636431283, bass : 0.06781151034181683, was : 0.6756384514067241, even : 0.37380635437741094, worse : 0.7248823233282632, smothered : 0.4430471869351638, in : 0.17410305733559264, some : 0.15993661200334705, kind : -0.4671458275447249, of : -0.6721133239838706, tomato : 0.34886616983355206, sauce : 0.093990918074225, that : 0.09505491397152648, just : 0.16895411391100815, did : -0.15129735086835575, not : 2.476956248275856, go : 0.29784435476143384, with : -1.066377583521574, fish : -0.04793656995072898, and : -1.4714550858778395, the : 0.1599567509788442, spinach : -0.13424755381915335, that : 0.09505491397152648, accompanied : 0.05910730202827332, the : 0.1599567509788442, dish : 0.18573771936485062, was : 0.6756384514067241, extremely : -0.025701525205518345, dry : 1.5140621324082284, and : -1.4714550858778395, flavorless : 0.30529086990828075"
