Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,prediction,prompt,prompt_name,model_name,error,analysis
171,Maruti Swift Dzire VDI,2014,434999,70195,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,450000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift Dzire VDI,
year: 2014,
km_driven: 70195,
fuel: Diesel,
seller_type: Dealer,
transmission: Manual,
owner: Second Owner,
mileage: 28.4 kmpl,
engine: 1248 CC,
max_power: 74.02 bhp,
torque: 190Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
172,Maruti Ritz VDi,2013,409999,100000,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Ritz VDi,
year: 2013,
km_driven: 100000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 23.2 kmpl,
engine: 1248 CC,
max_power: 73.94 bhp,
torque: 190Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
173,Maruti Zen Classic,1998,58000,80000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0,50000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Zen Classic,
year: 1998,
km_driven: 80000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 17.3 kmpl,
engine: 993 CC,
max_power: 60 bhp,
torque: 78Nm@ 4500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
174,Maruti Wagon R LXI,2004,70000,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,80000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Wagon R LXI,
year: 2004,
km_driven: 70000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 18.9 kmpl,
engine: 998 CC,
max_power: 67.1 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
175,Mahindra Bolero 2011-2019 SLX,2013,475000,76000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,550000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Mahindra Bolero 2011-2019 SLX,
year: 2013,
km_driven: 76000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 15.96 kmpl,
engine: 2523 CC,
max_power: 62.1 bhp,
torque: 195Nm@ 1400-2200rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
176,Maruti Vitara Brezza ZDi Plus,2017,800000,52000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,800000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Vitara Brezza ZDi Plus,
year: 2017,
km_driven: 52000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 24.3 kmpl,
engine: 1248 CC,
max_power: 88.5 bhp,
torque: 200Nm@ 1750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
177,Jeep Compass 2.0 Limited Option,2017,1325000,30000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,1450000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Jeep Compass 2.0 Limited Option,
year: 2017,
km_driven: 30000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 17.1 kmpl,
engine: 1956 CC,
max_power: 170 bhp,
torque: 350Nm@ 1750-2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
178,Hyundai Grand i10 Magna,2016,420000,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Grand i10 Magna,
year: 2016,
km_driven: 30000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 18.9 kmpl,
engine: 1197 CC,
max_power: 82 bhp,
torque: 114Nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
179,Maruti Wagon R VXI Optional,2018,380000,19000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,400000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Wagon R VXI Optional,
year: 2018,
km_driven: 19000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 20.51 kmpl,
engine: 998 CC,
max_power: 67.04 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
180,Maruti Ertiga ZDI,2014,650000,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,600000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Ertiga ZDI,
year: 2014,
km_driven: 90000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 20.77 kmpl,
engine: 1248 CC,
max_power: 88.8 bhp,
torque: 200Nm@ 1750rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
181,Maruti Swift Dzire ZDi,2011,310000,70000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift Dzire ZDi,
year: 2011,
km_driven: 70000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 19.3 kmpl,
engine: 1248 CC,
max_power: 73.9 bhp,
torque: 190Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
182,Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Omni E MPI STD BS IV,
year: 2018,
km_driven: 30000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 16.8 kmpl,
engine: 796 CC,
max_power: 34.2 bhp,
torque: 59Nm@ 2500rpm,
seats: 8.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
183,Toyota Innova 2.5 G (Diesel) 8 Seater,2012,869999,225000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Toyota Innova 2.5 G (Diesel) 8 Seater,
year: 2012,
km_driven: 225000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 12.99 kmpl,
engine: 2494 CC,
max_power: 100 bhp,
torque: 200Nm@ 1400-3400rpm,
seats: 8.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
184,Maruti Wagon R VXI Plus,2018,465000,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,400000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Wagon R VXI Plus,
year: 2018,
km_driven: 30000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 20.51 kmpl,
engine: 998 CC,
max_power: 67.04 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
185,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,70000,Diesel,Individual,Manual,Second Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,
year: 2017,
km_driven: 70000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 23.65 kmpl,
engine: 1248 CC,
max_power: 88.5 bhp,
torque: 200Nm@ 1750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
186,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0,3500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Lexus ES 300h,
year: 2019,
km_driven: 20000,
fuel: Petrol,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 22.37 kmpl,
engine: 2487 CC,
max_power: 214.56 bhp,
torque: 202Nm@ 3600-5200rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 90%
187,Maruti Ertiga BSIV VXI,2016,660000,34000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Ertiga BSIV VXI,
year: 2016,
km_driven: 34000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 17.5 kmpl,
engine: 1373 CC,
max_power: 91.1 bhp,
torque: 130Nm@ 4000rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
188,Maruti Zen Estilo VXI BSIV W ABS,2011,170000,55113,Petrol,Individual,Manual,First Owner,,,,,,150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Zen Estilo VXI BSIV W ABS,
year: 2011,
km_driven: 55113,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: nan,
engine: nan,
max_power: nan,
torque: nan,
seats: nan

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
189,Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,1100000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Renault Duster 110PS Diesel RxZ,
year: 2018,
km_driven: 18000,
fuel: Diesel,
seller_type: Dealer,
transmission: Manual,
owner: First Owner,
mileage: 19.6 kmpl,
engine: 1461 CC,
max_power: 108.45 bhp,
torque: 245Nm@ 1750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 95%
190,Honda City 2017-2020 GXi,2008,240000,90000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Honda City 2017-2020 GXi,
year: 2008,
km_driven: 90000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 17.7 kmpl,
engine: 1497 CC,
max_power: 78 bhp,
torque: 12.7@ 2,700(kgm@ rpm),
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
191,Maruti Alto 800 VXI,2017,325000,23000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Alto 800 VXI,
year: 2017,
km_driven: 23000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 24.7 kmpl,
engine: 796 CC,
max_power: 47.3 bhp,
torque: 69Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 90%
192,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,600000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata Safari Storme EX,
year: 2015,
km_driven: 110000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 14.1 kmpl,
engine: 2179 CC,
max_power: 147.94 bhp,
torque: 320Nm@ 1500-3000rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
193,Hyundai i10 Magna,2011,235000,60000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai i10 Magna,
year: 2011,
km_driven: 60000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 20.36 kmpl,
engine: 1197 CC,
max_power: 78.9 bhp,
torque: 111.7Nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
194,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,4500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: BMW X4 M Sport X xDrive20d,
year: 2019,
km_driven: 7500,
fuel: Diesel,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 16.78 kmpl,
engine: 1995 CC,
max_power: 190 bhp,
torque: 400Nm@ 1750-2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 95%
195,Hyundai i20 1.4 Sportz,2017,650000,32331,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,600000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai i20 1.4 Sportz,
year: 2017,
km_driven: 32331,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 22.54 kmpl,
engine: 1396 CC,
max_power: 88.73 bhp,
torque: 219.7Nm@ 1500-2750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
196,Renault Duster 85PS Diesel RxE,2015,550000,130000,Diesel,Individual,Manual,Second Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Renault Duster 85PS Diesel RxE,
year: 2015,
km_driven: 130000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 20.45 kmpl,
engine: 1461 CC,
max_power: 83.8 bhp,
torque: 200Nm@ 1900rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
197,Hyundai Elite i20 Diesel Sportz,2018,750000,30000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Elite i20 Diesel Sportz,
year: 2018,
km_driven: 30000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 22.54 kmpl,
engine: 1396 CC,
max_power: 88.76 bhp,
torque: 219.66nm@ 1500-2750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
198,Volvo S60 D4 SUMMUM,2016,1950000,48000,Diesel,Dealer,Automatic,First Owner,9.0 kmpl,1984 CC,181 bhp,400Nm@ 1750-2500rpm,5.0,1500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Volvo S60 D4 SUMMUM,
year: 2016,
km_driven: 48000,
fuel: Diesel,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 9.0 kmpl,
engine: 1984 CC,
max_power: 181 bhp,
torque: 400Nm@ 1750-2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 90%
199,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,1000000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Toyota Innova 2.5 VX (Diesel) 7 Seater,
year: 2013,
km_driven: 79328,
fuel: Diesel,
seller_type: Trustmark Dealer,
transmission: Manual,
owner: Second Owner,
mileage: 12.99 kmpl,
engine: 2494 CC,
max_power: 100.6 bhp,
torque: 200Nm@ 1200-3600rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 95%
200,Hyundai i20 Active 1.4 SX with AVN,2017,715000,60000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai i20 Active 1.4 SX with AVN,
year: 2017,
km_driven: 60000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 21.19 kmpl,
engine: 1396 CC,
max_power: 88.73 bhp,
torque: 219.66nm@ 1500-2750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 95%
201,Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,5000,Petrol,Individual,Automatic,First Owner,16.0 kmpl,1368 CC,160.77 bhp,250Nm@ 1750-2500rpm,5.0,1900000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Jeep Compass 1.4 Limited Plus BSIV,
year: 2019,
km_driven: 5000,
fuel: Petrol,
seller_type: Individual,
transmission: Automatic,
owner: First Owner,
mileage: 16.0 kmpl,
engine: 1368 CC,
max_power: 160.77 bhp,
torque: 250Nm@ 1750-2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 95%
202,Maruti Wagon R LXI Minor,2009,126000,52000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Wagon R LXI Minor,
year: 2009,
km_driven: 52000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 18.9 kmpl,
engine: 1061 CC,
max_power: 67 bhp,
torque: 84Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
203,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,850000,90000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Ford EcoSport 1.5 Petrol Titanium Plus BSIV,
year: 2018,
km_driven: 90000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 17.0 kmpl,
engine: 1497 CC,
max_power: 121.36 bhp,
torque: 150Nm@ 4500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
204,Mahindra Bolero 2011-2019 EX AC,2017,675000,70000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Mahindra Bolero 2011-2019 EX AC,
year: 2017,
km_driven: 70000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 15.96 kmpl,
engine: 2523 CC,
max_power: 62.1 bhp,
torque: 195Nm@ 1400-2200rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
