text,aspect_terms
I looked for months for a reasonably priced place that could accommodate about 40 people for a wedding rehearsal dinner on a Friday night.,"{'from': [37, 113], 'to': [49, 119], 'polarity': ['positive', 'neutral'], 'term': ['priced place', 'dinner']}"
"The place is very loud, good for drinks by the bar not to eat and yell.","{'from': [4, 33, 47], 'to': [9, 39, 50], 'polarity': ['negative', 'positive', 'neutral'], 'term': ['place', 'drinks', 'bar']}"
"The waitor never gave us the specials menu (which they gave to a another couple who sat next to us 20 minutes later) and the service was very slow even for the basics (bread and water, for which we had to ask a couple of times).","{'from': [125, 178], 'to': [132, 183], 'polarity': ['negative', 'neutral'], 'term': ['service', 'water']}"
"When we finally got our waiters attention - and explained to him we were unhappy with our entrees, his demeanor changed completely, he took our dishes and walked away without taking another order for us or asking if he could get us anything else.","{'from': [24, 90], 'to': [31, 97], 'polarity': ['neutral', 'negative'], 'term': ['waiters', 'entrees']}"
"After we sat down and started ordering, the waiter informed us that they were really only into serving dinners.","{'from': [44, 95], 'to': [50, 110], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'serving dinners']}"
First of all we ordered a wine from the menu listed as 2000 but the waiter brought the 2001 vintage and tried to pass it off as the 2000.,"{'from': [26, 40, 68], 'to': [30, 44, 74], 'polarity': ['neutral', 'neutral', 'negative'], 'term': ['wine', 'menu', 'waiter']}"
"The Scene The space, fit with imported giant urinals, zinc-topped bar, large antique mirrors, mosaic floor tiles and mahogany trim, looks like it's been around forever.","{'from': [4, 14, 66], 'to': [9, 19, 69], 'polarity': ['neutral', 'neutral', 'positive'], 'term': ['Scene', 'space', 'bar']}"
"We arrived about 15 minutes late for a Friday 12:30 reservation, but the staff couldn't have been nicer.","{'from': [52, 73], 'to': [63, 78], 'polarity': ['neutral', 'negative'], 'term': ['reservation', 'staff']}"
I would not return for a $30 entree of inadequate portions.,"{'from': [29, 50], 'to': [35, 58], 'polarity': ['neutral', 'negative'], 'term': ['entree', 'portions']}"
"The place was empty except for one table, but they were just having drinks (red flag #1).","{'from': [4, 35, 68], 'to': [9, 40, 74], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['place', 'table', 'drinks']}"
The service and atmosphere may not set your mood but when you're done you will realize that it's only the food that counts!,"{'from': [16, 106], 'to': [26, 110], 'polarity': ['negative', 'positive'], 'term': ['atmosphere', 'food']}"
"The Scene Quartino's airy dining room, wrapped in high windows, hinges around a trendy bar where regulars sip wine out of blunt tumblers while swapping stories--often in Italian.","{'from': [4, 21, 87], 'to': [9, 37, 90], 'polarity': ['neutral', 'neutral', 'positive'], 'term': ['Scene', 'airy dining room', 'bar']}"
"A friend and I had a lovely bottle of wine, two appetizers, two main courses and two coffees and we had change from $40.","{'from': [28, 48, 64], 'to': [42, 58, 76], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['bottle of wine', 'appetizers', 'main courses']}"
"As we were finishing our dessert, a nearby waitress dropped a tray and HOT CHOCOLATE SAUCE splattered all over my neck, hair and sweater and my boyfriend's clothes.","{'from': [25, 43, 71], 'to': [32, 51, 90], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['dessert', 'waitress', 'HOT CHOCOLATE SAUCE']}"
"We sat, missing a place setting for a while before the waitress came to ask if we wanted water and then ran away.","{'from': [24, 55], 'to': [31, 63], 'polarity': ['neutral', 'negative'], 'term': ['setting', 'waitress']}"
Upon entering Alta the bar and restaurant decor ironically misguide the patron.,"{'from': [23, 42], 'to': [26, 47], 'polarity': ['neutral', 'negative'], 'term': ['bar', 'decor']}"
"Don't bother looking at a menu- Shrimp cocktail, steak for 1,2,3, or more, creamed spinach and hash browns, and save room for the pecan pie and cheese cake, and don't forget the SCHLAG!!!!","{'from': [26, 83, 130], 'to': [47, 90, 155], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['menu- Shrimp cocktail', 'spinach', 'pecan pie and cheese cake']}"
"We recently visited Madiba for lunch, and our waitress was sweet but ineffective.","{'from': [31, 46], 'to': [36, 54], 'polarity': ['neutral', 'positive'], 'term': ['lunch', 'waitress']}"
The ingredients used are of a good quality and the taste is superb.,"{'from': [4, 35, 51], 'to': [15, 42, 56], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['ingredients', 'quality', 'taste']}"
"Space aside, service is ok but the food is really well done.","{'from': [0, 35], 'to': [5, 39], 'polarity': ['neutral', 'positive'], 'term': ['Space', 'food']}"
"After two terrific meals in the dining room, we opted to sit at the bar on our third visit.","{'from': [19, 32, 68], 'to': [24, 43, 71], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['meals', 'dining room', 'bar']}"
not to mention that the waiter offered putting a scoop of ice cream on my dessert.,"{'from': [24, 74], 'to': [30, 81], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'dessert']}"
The place was not crowded for dinner on a Sunday night at 8:30pm.,"{'from': [4, 30], 'to': [9, 36], 'polarity': ['positive', 'neutral'], 'term': ['place', 'dinner']}"
"Waiter suggests a beer, and offers to bring a small glass, to taste it and see if I like it, before I even order the beer!","{'from': [0, 52], 'to': [6, 57], 'polarity': ['positive', 'neutral'], 'term': ['Waiter', 'glass']}"
"And then he'll forget to bring your drink every time you order one, won't pay attention to your table of 8, will give you unwarranted attitude, and never be friendly or smile.","{'from': [36, 134], 'to': [41, 142], 'polarity': ['neutral', 'negative'], 'term': ['drink', 'attitude']}"
The food is good whether you are going for dinner or just for a couple of drinks and a small appetizer.,"{'from': [4, 43, 74], 'to': [8, 49, 80], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['food', 'dinner', 'drinks']}"
I can honestly say that while some of the dishes I have had at other places I might have rated on an individual basis higher I have not enjoyed a total dining experience more.,"{'from': [42, 152], 'to': [48, 158], 'polarity': ['neutral', 'negative'], 'term': ['dishes', 'dining']}"
The kitchen staff either cannot or will not accomodate special diets which is surprising given that there are so many fine dining establishments that do have special menus to cater to vegetarians.,"{'from': [4, 166], 'to': [17, 171], 'polarity': ['negative', 'neutral'], 'term': ['kitchen staff', 'menus']}"
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.","{'from': [33, 86], 'to': [38, 92], 'polarity': ['negative', 'neutral'], 'term': ['table', 'dinner']}"
Our margaritas came after 1/2 an hour - and they didn't ever ask if we wanted more - the server brought all our food to the wrong table - my dinner came after my boyfriend had finished his plate and they ran out of a certain dish at 9PM on a Friday!!,"{'from': [4, 141, 225], 'to': [14, 147, 229], 'polarity': ['neutral', 'neutral', 'negative'], 'term': ['margaritas', 'dinner', 'dish']}"
The food was good but not worth the price.,"{'from': [4, 36], 'to': [8, 41], 'polarity': ['positive', 'negative'], 'term': ['food', 'price']}"
Village salad had a lot more cucumbers than tomatoes most likely because tomatoes are expensive in US and they want to earn more taking advantage of people who don't know about Greek food.,"{'from': [0, 177], 'to': [13, 187], 'polarity': ['neutral', 'negative'], 'term': ['Village salad', 'Greek food']}"
"I can't speak on the food, but I went there for a show the other week and here is my experience: one of the friendliest servers ever (no attitude); the drinks were avg.","{'from': [21, 120, 152], 'to': [25, 127, 158], 'polarity': ['neutral', 'positive', 'neutral'], 'term': ['food', 'servers', 'drinks']}"
"Wait staff is seemingly non-existant, and food servers are way too agressive - our food was thrown on the table, and even knocked a member of my party in the head with a plate with little acknowledgement.","{'from': [0, 42, 106], 'to': [10, 54, 111], 'polarity': ['negative', 'negative', 'neutral'], 'term': ['Wait staff', 'food servers', 'table']}"
"Actually she want to eat sushi, but their staff reject to serve it.","{'from': [25, 42], 'to': [30, 47], 'polarity': ['neutral', 'negative'], 'term': ['sushi', 'staff']}"
"The irony of it all is that I tried the fish and chips at a sports bar across the street the following week, 1/2 the price (w/ fries included), and the portion was bigger and much tastier.","{'from': [49, 67, 117, 124, 152], 'to': [54, 70, 122, 132, 159], 'polarity': ['neutral', 'neutral', 'neutral', 'neutral', 'positive'], 'term': ['chips', 'bar', 'price', 'w/ fries', 'portion']}"
The Scene This tiny jewel of a spot is simply decorated with white walls and plate glass.,"{'from': [4, 31, 83], 'to': [9, 35, 88], 'polarity': ['neutral', 'positive', 'neutral'], 'term': ['Scene', 'spot', 'glass']}"
Amazing views of NYC regaled us at lunch earlier in the week and then at dinner this evening.,"{'from': [8, 73], 'to': [13, 79], 'polarity': ['positive', 'neutral'], 'term': ['views', 'dinner']}"
"Bartender seemed cool, so maybe I'd go back for a drink.","{'from': [0, 50], 'to': [9, 55], 'polarity': ['positive', 'neutral'], 'term': ['Bartender', 'drink']}"
Then another pleasant surprise - the menu said we had to share the entree for each couple.,"{'from': [37, 67, 22], 'to': [41, 73, 30], 'polarity': ['neutral', 'neutral', 'positive'], 'term': ['menu', 'entree', 'surprise']}"
"the rest of my table disliked their food, and also had to send drinks back because it was not what they ordered.","{'from': [36, 63], 'to': [40, 69], 'polarity': ['negative', 'neutral'], 'term': ['food', 'drinks']}"
"It took an hour for us to order, another hour and 15 min to get our entree's I had to go to the bar to order my champange, and carry it back myself, the waiter got our entrees mixed up and placed them in the wrong place and sat there and watched me switch them around.","{'from': [96, 153, 68], 'to': [99, 159, 76], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['bar', 'waiter', ""entree's""]}"
"I have to say that I've been there only during brunch time but the service even though slow, it was good.","{'from': [47, 67], 'to': [53, 74], 'polarity': ['neutral', 'negative'], 'term': ['brunch', 'service']}"
"throughout the whole meal, all I kept thinking was AVERAGE, AVERAGE, AVERAGE until the bill came, which was a little more than average,to say the least.","{'from': [21, 87], 'to': [25, 91], 'polarity': ['neutral', 'negative'], 'term': ['meal', 'bill']}"
"although the food was well-prepared, it was not worth the price, especially when it does not include dessert!","{'from': [13, 58, 101], 'to': [17, 63, 108], 'polarity': ['positive', 'negative', 'negative'], 'term': ['food', 'price', 'dessert']}"
"We decided to order soup (over $6 a bowl), thinking that would be quick, however our waitress then said the soup is OUT OF A CAN and still would be a 20 minute wait since the tickets are processed in order.","{'from': [36, 85], 'to': [40, 93], 'polarity': ['neutral', 'negative'], 'term': ['bowl', 'waitress']}"
"When we first walked in, we saw other diners wiping their plates with bread- so we though that the food was good -but we very soon realized that the portions really were so small that you really have to lick your plate clean - afterall, their dinners costs a fortune.","{'from': [99, 149], 'to': [103, 157], 'polarity': ['positive', 'negative'], 'term': ['food', 'portions']}"
Were told we could not share one menu and called over the horrible manager.,"{'from': [33, 67], 'to': [37, 74], 'polarity': ['neutral', 'negative'], 'term': ['menu', 'manager']}"
We were even able to call in advance to make sure there was space at the bar because I was on crutches and the owner reserved the seats til we got there.,"{'from': [73, 111, 130], 'to': [76, 116, 135], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['bar', 'owner', 'seats']}"
"From the bottomless cup of coffee to the basket o' scones mini-muffins to the delicious entrees, Dizzy's is the place to be.","{'from': [20, 41, 88], 'to': [33, 47, 95], 'polarity': ['positive', 'neutral', 'positive'], 'term': ['cup of coffee', 'basket', 'entrees']}"
"It's the New York you thought was long gone; orders are spoken, not yelled, and the staff knows the names of patrons' dogs.","{'from': [84, 109], 'to': [89, 116], 'polarity': ['negative', 'neutral'], 'term': ['staff', 'patrons']}"
"We ordered off the restaurant week menu, which at other establishments means automatic second-rate service, but not here.","{'from': [35, 99], 'to': [39, 106], 'polarity': ['neutral', 'negative'], 'term': ['menu', 'service']}"
"For desert take the tiramisu, it is by far the best there.","{'from': [4, 20], 'to': [10, 28], 'polarity': ['neutral', 'positive'], 'term': ['desert', 'tiramisu']}"
"After being seated by a very kind, but quite stressed, young lady, we took in the room and menu.","{'from': [12, 91, 61], 'to': [18, 95, 65], 'polarity': ['neutral', 'neutral', 'positive'], 'term': ['seated', 'menu', 'lady']}"
"I don't like places that sacrifice quality for money or play tricks on you by hiding drink prices till check time (everyone at the place was drinking Sangria, so that, it seems, must be the money-maker).","{'from': [35, 85, 150], 'to': [42, 97, 157], 'polarity': ['negative', 'negative', 'neutral'], 'term': ['quality', 'drink prices', 'Sangria']}"
"Somewhat agree with the previous reviews about service and the long wait but once seated, the food is well worth it.","{'from': [47, 63, 94], 'to': [54, 72, 98], 'polarity': ['negative', 'negative', 'positive'], 'term': ['service', 'long wait', 'food']}"
"The Scene This cosmopolitan cousin of the legendary Harry's Bar in Venice is frequented by a wealthy and insouciant crowd, the types who don't bother looking at menu prices when they order.","{'from': [60, 116, 161], 'to': [63, 121, 172], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['Bar', 'crowd', 'menu prices']}"
"I also asked for a chef (thought that may be able to talk about the food for the party), but the waitress said that there was no chef at the restaurant.","{'from': [68, 97], 'to': [72, 105], 'polarity': ['neutral', 'negative'], 'term': ['food', 'waitress']}"
MY FATHER ASKED FOR A MARTINI MADE A CERTAIN WAY THE WAITER HAD NO CLUE WHAT HE WAS TALKING ABOUT.,"{'from': [22, 53], 'to': [29, 59], 'polarity': ['neutral', 'negative'], 'term': ['MARTINI', 'WAITER']}"
"It is never a ridiculous wait no more than 30 minutes, in the meantime you can chat with your friends and start the week-end off right with a signature drink from the bar!","{'from': [25, 167, 152], 'to': [29, 170, 157], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['wait', 'bar', 'drink']}"
"As we sat waiting for our menus, we started noticing the frowns on the faces of the people around us, watching as patrons tried to flag down waiters without luck, asking for things like water.","{'from': [10, 26, 141, 186], 'to': [17, 31, 148, 191], 'polarity': ['neutral', 'neutral', 'negative', 'neutral'], 'term': ['waiting', 'menus', 'waiters', 'water']}"
"I was tempted to try the dessert because I've heard rave reviews about it, but we were stuffed, as the portions are fairly large.","{'from': [25, 103], 'to': [32, 111], 'polarity': ['neutral', 'positive'], 'term': ['dessert', 'portions']}"
"The service is almost stifling polite (they pushed in my chair behind me every time I returned from the bathroom), though the sushi chef preparing my food was casual and chatty.","{'from': [57, 150], 'to': [62, 154], 'polarity': ['neutral', 'negative'], 'term': ['chair', 'food']}"
"The choices on the menu were very limited-discounting raw items, there were practically no appetizers The foie gras de canard was mediocre with a syrupy sauce.","{'from': [4, 19, 91], 'to': [11, 23, 101], 'polarity': ['negative', 'neutral', 'negative'], 'term': ['choices', 'menu', 'appetizers']}"
"And I agree with a couple of reviews down that the asparagus and egg app is very very good, but not light on calories -- also huge and low-ish on carbs, so you Atkiners could eat that for an entree.","{'from': [51, 191], 'to': [72, 197], 'polarity': ['positive', 'neutral'], 'term': ['asparagus and egg app', 'entree']}"
We probably would have stuck out the wait if we could have gotten a drink at the bar but apparently it was closed or only for show.,"{'from': [37, 68, 81], 'to': [41, 73, 84], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['wait', 'drink', 'bar']}"
"Not only did they refuse to give me any milk but they charged me full price ($9) for plain udon noodles - no broth, veggies, or meat just wet noodles in a bowl.","{'from': [70, 155], 'to': [75, 159], 'polarity': ['negative', 'neutral'], 'term': ['price', 'bowl']}"
"Service was good throughout the dinner but when it came time to get the check, we waited over 20 min.","{'from': [0, 32], 'to': [7, 38], 'polarity': ['positive', 'neutral'], 'term': ['Service', 'dinner']}"
"I haven't tried their brunch, partly because their coffee is a bit weak to me.","{'from': [22, 51], 'to': [28, 57], 'polarity': ['neutral', 'negative'], 'term': ['brunch', 'coffee']}"
"The waiter asked us several times after dinner whether we had paid our bill yet, and after we had, he came over to make sure that we hadn't just hidden it from him or something.","{'from': [4, 40, 71], 'to': [10, 46, 75], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waiter', 'dinner', 'bill']}"
"Aged beef charred on the outside, red on the inside.","{'from': [5, 25], 'to': [9, 32], 'polarity': ['negative', 'neutral'], 'term': ['beef', 'outside']}"
Great from appetizer to dessert including a wonderfully created vegetarian plate that is not on the menu.,"{'from': [11, 24, 100], 'to': [20, 31, 104], 'polarity': ['positive', 'positive', 'neutral'], 'term': ['appetizer', 'dessert', 'menu']}"
We took seats at the bar with 2 amazing bottles of wine (one for the appetizers and one to match the entrees) Monsieur Zucco was very accomodating and kept a sharp eye at filling our glasses at the right time at the right level.,"{'from': [21, 40, 69], 'to': [24, 55, 79], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['bar', 'bottles of wine', 'appetizers']}"
"A big pile of seasonal fruit and strawberry butter on french toast, good coffee, a hopping crowd, friendly service.","{'from': [14, 73, 107], 'to': [66, 79, 114], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['seasonal fruit and strawberry butter on french toast', 'coffee', 'service']}"
we saw another waitress spill hot coffee on another diner's foot.,"{'from': [15, 30], 'to': [23, 40], 'polarity': ['negative', 'neutral'], 'term': ['waitress', 'hot coffee']}"
"The steak and sides at Luger's are definitely tasty, but the legendary status it seems to hold lead me to be disappointed after the actual meal.","{'from': [4, 14, 139], 'to': [9, 19, 143], 'polarity': ['positive', 'positive', 'neutral'], 'term': ['steak', 'sides', 'meal']}"
"The spring rolls are great, tastes like any other rolls with meat filling and I had the soy protein ham dish (bad idea).","{'from': [4, 61, 88], 'to': [16, 65, 108], 'polarity': ['positive', 'neutral', 'negative'], 'term': ['spring rolls', 'meat', 'soy protein ham dish']}"
"My girlfriend had a margarita she said was ok, and I had a soda that somehow tasted terrible, like the line was dirty.","{'from': [20, 59], 'to': [29, 63], 'polarity': ['positive', 'negative'], 'term': ['margarita', 'soda']}"
"Only quibbles are so-so wine service, and while Prix-fixe is reasonable at $68, extra charges for additional dishes/tastings can be high.","{'from': [24, 48], 'to': [36, 57], 'polarity': ['neutral', 'positive'], 'term': ['wine service', 'Prix-fixe']}"
1) they gave us the wrong table had to wait 10 minutes until they gave us the one we wanted 2) had to wait 15 minutes for a waiter 3) ordered chicken and brocolli.,"{'from': [26, 124, 142], 'to': [31, 130, 149], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['table', 'waiter', 'chicken']}"
"The waitress, host, and bus staff were sitting around at the bar while the patrons were all complaining about the service.","{'from': [4, 14, 28, 61, 75, 114], 'to': [12, 18, 33, 64, 82, 121], 'polarity': ['negative', 'negative', 'negative', 'neutral', 'neutral', 'negative'], 'term': ['waitress', 'host', 'staff', 'bar', 'patrons', 'service']}"
The place was empty with three waiters working and it still took 15 minutes to bring us menus.,"{'from': [4, 31, 88], 'to': [9, 38, 93], 'polarity': ['negative', 'negative', 'neutral'], 'term': ['place', 'waiters', 'menus']}"
"It took us about 30 minutes to get seated, the burgers came without lettuce, they brougt us the wrong drinks, and the flavor of the burgers were below average.","{'from': [35, 102, 118], 'to': [41, 108, 124], 'polarity': ['neutral', 'negative', 'negative'], 'term': ['seated', 'drinks', 'flavor']}"
The menu was in Italian- might as well have been in Esperanto;that put us at the mercy of the waiter for recommendations.,"{'from': [4, 94], 'to': [8, 100], 'polarity': ['neutral', 'negative'], 'term': ['menu', 'waiter']}"
We too had reservations but the gentleman never checked a book to see our names or check us off.,"{'from': [11, 32], 'to': [23, 41], 'polarity': ['neutral', 'negative'], 'term': ['reservations', 'gentleman']}"
Dessert was speedily served as I still had a beer to drink and this is after I requested a few extra moments until it arrives.,"{'from': [0, 21, 45, 53], 'to': [7, 27, 49, 58], 'polarity': ['positive', 'positive', 'neutral', 'neutral'], 'term': ['Dessert', 'served', 'beer', 'drink']}"
The prices are reasonable but they don't have a sushi lunch.,"{'from': [4, 48], 'to': [10, 59], 'polarity': ['positive', 'negative'], 'term': ['prices', 'sushi lunch']}"
Our server (after 4 reminders) finally got around to getting our cocktail orders during the meal (at a time when the establishment was not full).,"{'from': [4, 65, 92], 'to': [10, 73, 96], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['server', 'cocktail', 'meal']}"
"Myself along with every other patron were forced to wait in an overcrowded bar while employees carry chairs and such over our heads to prepare for dinner in the next room, shoulder to shoulder we stood there like cattle waiting to be fed.","{'from': [75, 85, 101, 147, 213], 'to': [78, 94, 107, 153, 227], 'polarity': ['negative', 'neutral', 'neutral', 'neutral', 'neutral'], 'term': ['bar', 'employees', 'chairs', 'dinner', 'cattle waiting']}"
"The appetizer, conch fritas was yummy; entree, spicy shrimp with coconut rice (just a hint of coconut - not overwhelming); and the dessert tres leches de mango with calle ocho cafe was unbelievable!","{'from': [4, 21, 47, 65, 131], 'to': [13, 27, 77, 72, 170], 'polarity': ['positive', 'positive', 'neutral', 'neutral', 'positive'], 'term': ['appetizer', 'fritas', 'spicy shrimp with coconut rice', 'coconut', 'dessert tres leches de mango with calle']}"
"Generally, the food was fine, but the table is too small to eat comfortably.","{'from': [15, 38], 'to': [19, 43], 'polarity': ['positive', 'negative'], 'term': ['food', 'table']}"
"The tables are close so you can hear every conversation going on around you, but if you're here with someone who enthralls you, you will notice no one else but your dinner date.","{'from': [4, 165], 'to': [10, 171], 'polarity': ['negative', 'neutral'], 'term': ['tables', 'dinner']}"
"The dinner menu promises creative-yet-comforting fare, such as beef brisket in a red wine and fig sauce, panko-crusted tofu over hijiki salad, and a six-spice beef burger.","{'from': [49, 63, 105, 149], 'to': [53, 89, 141, 170], 'polarity': ['positive', 'neutral', 'neutral', 'neutral'], 'term': ['fare', 'beef brisket in a red wine', 'panko-crusted tofu over hijiki salad', 'six-spice beef burger']}"
"We weren't sure we'd even get a table,surprisingly the lovely hostess assured us she'd get us in if we gave her 15 minutes in the bar.","{'from': [32, 62, 130], 'to': [37, 69, 133], 'polarity': ['neutral', 'positive', 'neutral'], 'term': ['table', 'hostess', 'bar']}"
"even though he wasn't our waiter that evening, chris had 2 glasses of champaigne sent over to our table and later on the manager sent over a desert with a candle in it and congratulated us.","{'from': [26, 121], 'to': [32, 128], 'polarity': ['neutral', 'positive'], 'term': ['waiter', 'manager']}"
"Since it changed owners/chefs, the portions are smaller (I always used to ask for a doggie bag for my chic-parm), now I can finish and still be hungry even after appetizers (which aren't as good anymore).","{'from': [35, 162], 'to': [43, 172], 'polarity': ['negative', 'neutral'], 'term': ['portions', 'appetizers']}"
"When I go out for dinner which is quite often, I have never encountered such rudeness from a waiter or owner as I did at this smoke filled, tight spaced, cash only restaurant.","{'from': [18, 93, 103, 126], 'to': [24, 99, 108, 131], 'polarity': ['neutral', 'negative', 'negative', 'negative'], 'term': ['dinner', 'waiter', 'owner', 'smoke']}"
"The menu reads well, and it sounds like the chef knows whats up.","{'from': [4, 44], 'to': [8, 48], 'polarity': ['neutral', 'positive'], 'term': ['menu', 'chef']}"
"My favorite is a dish I've treasured since childhood, linguine with white clam sauce, cooked with pepperoncino.","{'from': [17, 68, 98], 'to': [21, 84, 110], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['dish', 'white clam sauce', 'pepperoncino']}"
"The decor was mediocre and honestly, I can get a better brunch at a Cracker Barrel restaurant.","{'from': [4, 56], 'to': [9, 62], 'polarity': ['negative', 'positive'], 'term': ['decor', 'brunch']}"
We ended up hanging out for a few hours at their bar with a staff that we felt like we've known for years.,"{'from': [49, 60], 'to': [52, 65], 'polarity': ['neutral', 'positive'], 'term': ['bar', 'staff']}"
"The wait staff rushed us through our meal, took away our food before we were finished (even though we told them we were still eating) and then, as we were lingering over the bill, asked us to leave.","{'from': [4, 37, 174], 'to': [14, 41, 178], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['wait staff', 'meal', 'bill']}"
"The kitchen finds success with classics like a homemade, cognac-rich duck terrine and well-seasoned steak frites (although the fries tend to be heavily salted).","{'from': [4, 57, 86, 127], 'to': [11, 81, 112, 132], 'polarity': ['positive', 'neutral', 'neutral', 'negative'], 'term': ['kitchen', 'cognac-rich duck terrine', 'well-seasoned steak frites', 'fries']}"
"We went ot Al di La a bit earlier than we usually go to dinner, mainly due to the fact that reservations are not accepted.","{'from': [56, 92], 'to': [62, 104], 'polarity': ['neutral', 'negative'], 'term': ['dinner', 'reservations']}"
"The menu offers all the usuals: inexpensive spring rolls, vegetable sweet-sours, pad thai.","{'from': [4, 44, 58, 85], 'to': [8, 56, 67, 89], 'polarity': ['positive', 'positive', 'neutral', 'neutral'], 'term': ['menu', 'spring rolls', 'vegetable', 'thai']}"
"I KEPT WAITING FOR THE FLAVORS IN THIS RICH LOOKING SAUCE TO TAKE OVER, BUT THEY DID NOT, THE SCALLOP WAS A LITTLE RUBBERY.","{'from': [23, 52], 'to': [30, 57], 'polarity': ['neutral', 'positive'], 'term': ['FLAVORS', 'SAUCE']}"
its a cool place to come with a bunch of people or with a date for maybe a mild dinner or some drinks.,"{'from': [11, 80, 95], 'to': [16, 86, 101], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['place', 'dinner', 'drinks']}"
"The Food Outstanding soup choices include the chicken curry, which mixes egg noodles with eggplant, potatoes, and fresh lemon, all in a spicy coconut curry broth.","{'from': [4, 21, 46, 67, 120], 'to': [8, 33, 59, 108, 125], 'polarity': ['positive', 'positive', 'positive', 'neutral', 'positive'], 'term': ['Food', 'soup choices', 'chicken curry', 'mixes egg noodles with eggplant, potatoes', 'lemon']}"
"Diners sit around large tables where chefs ostentatiously chop, slice, stir-fry and grill.","{'from': [37, 0], 'to': [42, 6], 'polarity': ['negative', 'neutral'], 'term': ['chefs', 'Diners']}"
"When there is so much GREAT food in New York, why go for the high-priced mediocre meal?","{'from': [28, 82], 'to': [32, 86], 'polarity': ['positive', 'negative'], 'term': ['food', 'meal']}"
get the mussels as an appetizer and try to save room for dessert.,"{'from': [8, 22, 57], 'to': [15, 31, 64], 'polarity': ['neutral', 'neutral', 'positive'], 'term': ['mussels', 'appetizer', 'dessert']}"
"In the dim lighting, I thought the portions were impressive and dug in.","{'from': [7, 35], 'to': [19, 43], 'polarity': ['neutral', 'positive'], 'term': ['dim lighting', 'portions']}"
"I guess Mars 2112 keeps the food bland for the family fare, but it only serves to detract from its overall experience.","{'from': [28, 47], 'to': [32, 58], 'polarity': ['negative', 'neutral'], 'term': ['food', 'family fare']}"
"Pecorina brusselsprouts tasted only from the cheese, baccala appetizer was like something from out of a can, beet with pistacchio was ok but could have used someth extra likelemon juice, Saltimbocca was dry and uninspired and the pasta not any better than all the million Italian restos around Bleecker.","{'from': [53, 119, 187, 230], 'to': [70, 129, 198, 235], 'polarity': ['negative', 'positive', 'negative', 'negative'], 'term': ['baccala appetizer', 'pistacchio', 'Saltimbocca', 'pasta']}"
"The Scene An outing to this ski lodge-sized hot spot, with one of the city's most expansive and popular outdoor patios, feels more like a night spent at a fashion show than dinner at a restaurant--and not just because of the celebrity sightings.","{'from': [104, 173], 'to': [111, 179], 'polarity': ['positive', 'neutral'], 'term': ['outdoor', 'dinner']}"
Knew we were in trouble when the waiter spilled our cocktails on the table and couldn't be bothered to bring new silverware.,"{'from': [33, 52, 69], 'to': [39, 61, 74], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waiter', 'cocktails', 'table']}"
"The Food Chef-owner Tom Valenti's food makes just as much noise; he cooks in a masculine, big-flavored, meat-and-potatoes style, rich with terrines, mustards, eggs and bitter greens.","{'from': [58, 159, 175], 'to': [63, 163, 181], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['noise', 'eggs', 'greens']}"
The owner asked the waitress what I said and then proceeded to shout profanity at me from the entrance of the caf.,"{'from': [4, 20], 'to': [9, 28], 'polarity': ['negative', 'neutral'], 'term': ['owner', 'waitress']}"
"Horrible experience, from bartenders trying to pocket the $6 change for a $14 glass of wine, to inattentive and smug service, for sub-par food.","{'from': [78, 117, 138], 'to': [91, 124, 142], 'polarity': ['neutral', 'negative', 'negative'], 'term': ['glass of wine', 'service', 'food']}"
"One of the best things about this place are the appetizers, since they have so many unique things to choose from (I always get the clams and the zucchini!)","{'from': [48, 131, 145], 'to': [58, 136, 153], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['appetizers', 'clams', 'zucchini']}"
Food presented well and the service once we were seated was great but we had a long wait for our table (about half an hour) even though I had pre-booked.,"{'from': [0, 49, 84], 'to': [4, 55, 88], 'polarity': ['positive', 'positive', 'negative'], 'term': ['Food', 'seated', 'wait']}"
