Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,prediction,prompt,prompt_name,model_name,error,structured_analysis,unstructured_analysis
233,Tata Indigo CS LS (TDI) BS-III,2014,300000,45000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata Indigo CS LS (TDI) BS-III,
year: 2014,
km_driven: 45000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 19.09 kmpl,
engine: 1405 CC,
max_power: 69.01 bhp,
torque: 135Nm@ 2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.30"",""value"":""2014""},
{""attribute"":""km_driven"",""importance"":""0.25"",""value"":""45000""},
{""attribute"":""fuel"",""importance"":""0.20"",""value"":""Diesel""},
{""attribute"":""mileage"",""importance"":""0.15"",""value"":""19.09 kmpl""},
{""attribute"":""engine"",""importance"":""0.10"",""value"":""1405 CC""}
]","I made the prediction based on the year of the car, its mileage, engine size, and power output. The attributes that had a high influence on the prediction were the year (2014), mileage (19.09 kmpl), engine size (1405 CC), and power (69.01 bhp)."
234,Maruti Swift Dzire ZXI,2015,600000,7967,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,550000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift Dzire ZXI,
year: 2015,
km_driven: 7967,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 20.85 kmpl,
engine: 1197 CC,
max_power: 83.14 bhp,
torque: 115Nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.30"",""value"":""2015""},
{""attribute"":""km_driven"",""importance"":""0.25"",""value"":""7967""},
{""attribute"":""fuel"",""importance"":""0.20"",""value"":""Petrol""},
{""attribute"":""transmission"",""importance"":""0.15"",""value"":""Manual""},
{""attribute"":""max_power"",""importance"":""0.10"",""value"":""83.14 bhp""}
]","I made the prediction based on the year of the car, its low mileage, fuel type, and the fact that it is a first owner vehicle. These attributes typically contribute to a higher selling price in the used car market."
235,Hyundai Accent Executive,2011,170000,62000,Petrol,Individual,Manual,Third Owner,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5.0,200000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Accent Executive,
year: 2011,
km_driven: 62000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 16.36 kmpl,
engine: 1495 CC,
max_power: 93.7 bhp,
torque: 124.6Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.30"",""value"":""2011""},
{""attribute"":""km_driven"",""importance"":""0.25"",""value"":""62000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Petrol""},
{""attribute"":""owner"",""importance"":""0.10"",""value"":""Third Owner""},
{""attribute"":""max_power"",""importance"":""0.20"",""value"":""93.7 bhp""}
]","I made the prediction based on the year of the car (2011) and the kilometers driven (62000), as these are key factors affecting the depreciation and market value of a used car."
236,Maruti Wagon R LXI Optional,2016,350000,25000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Wagon R LXI Optional,
year: 2016,
km_driven: 25000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 20.51 kmpl,
engine: 998 CC,
max_power: 67.04 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.30"",""value"":""2016""},
{""attribute"":""km_driven"",""importance"":""0.25"",""value"":""25000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Petrol""},
{""attribute"":""transmission"",""importance"":""0.10"",""value"":""Manual""},
{""attribute"":""owner"",""importance"":""0.10"",""value"":""First Owner""},
{""attribute"":""max_power"",""importance"":""0.10"",""value"":""67.04 bhp""}
]","I made the prediction based on the year, mileage, and condition of the car. The low mileage of 25,000 km for a 2016 model Maruti Wagon R LXI Optional suggests that it has been driven relatively less, which can positively impact its selling price. Additionally, being a first owner car can also contribute to a higher resale value."
237,Hyundai EON Sportz,2018,380000,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,300000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai EON Sportz,
year: 2018,
km_driven: 25000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 21.1 kmpl,
engine: 814 CC,
max_power: 55.2 bhp,
torque: 74.5Nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,"[
{""attribute"":""year"",""importance"":""0.25"",""value"":""2018""},
{""attribute"":""km_driven"",""importance"":""0.20"",""value"":""25000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Petrol""},
{""attribute"":""transmission"",""importance"":""0.15"",""value"":""Manual""},
{""attribute"":""owner"",""importance"":""0.10"",""value"":""First Owner""},
{""attribute"":""engine"",""importance"":""0.10"",""value"":""814 CC""},
{""attribute"":""max_power"",""importance"":""0.05"",""value"":""55.2 bhp""}
]","I made the prediction based on the year of the car, its mileage, and the type of fuel it uses. The attributes that had a high influence on my decision were the year (2018), the relatively low mileage (25000 km), and the fact that it runs on petrol. These factors typically contribute to a higher selling price in the used car market."
238,Maruti Swift VDI Optional,2015,405000,100000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,450000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift VDI Optional,
year: 2015,
km_driven: 100000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 25.2 kmpl,
engine: 1248 CC,
max_power: 74 bhp,
torque: 190Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.30"",""value"":""2015""},
{""attribute"":""km_driven"",""importance"":""0.25"",""value"":""100000""},
{""attribute"":""fuel"",""importance"":""0.20"",""value"":""Diesel""},
{""attribute"":""mileage"",""importance"":""0.15"",""value"":""25.2 kmpl""},
{""attribute"":""engine"",""importance"":""0.10"",""value"":""1248 CC""}
]","I made the prediction based on the year, mileage, and condition of the car. The high mileage of 100,000 km for a 2015 model Maruti Swift VDI Optional would significantly lower its selling price in the Indian market."
239,Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,300000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Renault KWID RXT,
year: 2018,
km_driven: 30000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 25.17 kmpl,
engine: 799 CC,
max_power: 53.3 bhp,
torque: 72Nm@ 4386rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.25"",""value"":""2018""},
{""attribute"":""km_driven"",""importance"":""0.20"",""value"":""30000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Petrol""},
{""attribute"":""transmission"",""importance"":""0.15"",""value"":""Manual""},
{""attribute"":""mileage"",""importance"":""0.10"",""value"":""25.17 kmpl""},
{""attribute"":""engine"",""importance"":""0.10"",""value"":""799 CC""},
{""attribute"":""max_power"",""importance"":""0.05"",""value"":""53.3 bhp""}
]","I made the prediction based on the year, mileage, and condition of the car. The low mileage of 30000 km for a 2018 model Renault KWID RXT in good condition would likely result in a higher selling price in the Indian market."
240,Tata Harrier XZ,2019,1650000,15000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,1956 CC,167.67 bhp,350Nm@ 1750-2500rpm,5.0,1500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata Harrier XZ,
year: 2019,
km_driven: 15000,
fuel: Diesel,
seller_type: Dealer,
transmission: Manual,
owner: First Owner,
mileage: 17.0 kmpl,
engine: 1956 CC,
max_power: 167.67 bhp,
torque: 350Nm@ 1750-2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.25"",""value"":""2019""},
{""attribute"":""km_driven"",""importance"":""0.20"",""value"":""15000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Diesel""},
{""attribute"":""transmission"",""importance"":""0.15"",""value"":""Manual""},
{""attribute"":""max_power"",""importance"":""0.15"",""value"":""167.67 bhp""},
{""attribute"":""engine"",""importance"":""0.10"",""value"":""1956 CC""}
]","I made the prediction based on the year, mileage, engine size, and power output of the Tata Harrier XZ. The low mileage, relatively recent year, powerful engine, and good condition as a first owner vehicle suggest a higher selling price."
241,Honda City i DTEC VX,2014,819999,200000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,450000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Honda City i DTEC VX,
year: 2014,
km_driven: 200000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 25.1 kmpl,
engine: 1498 CC,
max_power: 98.6 bhp,
torque: 200Nm@ 1750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,"[
{""attribute"":""year"",""importance"":""0.15"",""value"":""2014""},
{""attribute"":""km_driven"",""importance"":""0.40"",""value"":""200000""},
{""attribute"":""fuel"",""importance"":""0.20"",""value"":""Diesel""},
{""attribute"":""transmission"",""importance"":""0.15"",""value"":""Manual""},
{""attribute"":""owner"",""importance"":""0.10"",""value"":""First Owner""}
]","I predicted the selling price of the Honda City i DTEC VX based on its high mileage of 25.1 kmpl and the relatively high kilometers driven at 200,000. These factors significantly impact the depreciation and overall value of the car in the Indian market."
242,Mahindra XUV500 W10 1.99 mHawk,2018,1400000,30000,Diesel,Individual,Manual,First Owner,16.0 kmpl,1997 CC,140 bhp,320Nm@ 1600-2800rpm,7.0,1200000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Mahindra XUV500 W10 1.99 mHawk,
year: 2018,
km_driven: 30000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 16.0 kmpl,
engine: 1997 CC,
max_power: 140 bhp,
torque: 320Nm@ 1600-2800rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.20"",""value"":""2018""},
{""attribute"":""km_driven"",""importance"":""0.40"",""value"":""30000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Diesel""},
{""attribute"":""transmission"",""importance"":""0.15"",""value"":""Manual""},
{""attribute"":""seats"",""importance"":""0.10"",""value"":""7.0""}
]","I made the prediction based on the year, mileage, and engine size of the car. The attributes that had a high influence on the decision were the year (2018), relatively low mileage (30000 km), and engine size (1997 CC). These factors typically contribute to a higher selling price for a used car in the Indian market."
243,Maruti Wagon R AMT VXI,2015,400000,20000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Wagon R AMT VXI,
year: 2015,
km_driven: 20000,
fuel: Petrol,
seller_type: Individual,
transmission: Automatic,
owner: First Owner,
mileage: 20.51 kmpl,
engine: 998 CC,
max_power: 67 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.30"",""value"":""2015""},
{""attribute"":""km_driven"",""importance"":""0.25"",""value"":""20000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Petrol""},
{""attribute"":""transmission"",""importance"":""0.20"",""value"":""Automatic""},
{""attribute"":""owner"",""importance"":""0.10"",""value"":""First Owner""}
]","I predicted the selling price of the Maruti Wagon R AMT VXI based on its year, low mileage, fuel type, transmission, and owner history. The low mileage of 20,000 km for a 2015 model suggests good condition, which can positively impact the price. The combination of being a petrol car, automatic transmission, and first owner status also adds to its value."
244,BMW 5 Series 520d,2008,1100000,122000,Diesel,Individual,Automatic,Second Owner,18.48 kmpl,1995 CC,177 bhp,"35.7@ 1,750-3,000(kgm@ rpm)",5.0,500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: BMW 5 Series 520d,
year: 2008,
km_driven: 122000,
fuel: Diesel,
seller_type: Individual,
transmission: Automatic,
owner: Second Owner,
mileage: 18.48 kmpl,
engine: 1995 CC,
max_power: 177 bhp,
torque: 35.7@ 1,750-3,000(kgm@ rpm),
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,"[
{""attribute"":""year"",""importance"":""0.25"",""value"":""2008""},
{""attribute"":""km_driven"",""importance"":""0.20"",""value"":""122000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Diesel""},
{""attribute"":""transmission"",""importance"":""0.15"",""value"":""Automatic""},
{""attribute"":""owner"",""importance"":""0.10"",""value"":""Second Owner""},
{""attribute"":""engine"",""importance"":""0.10"",""value"":""1995 CC""},
{""attribute"":""max_power"",""importance"":""0.05"",""value"":""177 bhp""}
]","I made the prediction based on the year, mileage, and brand of the car. The BMW 5 Series is a premium brand known for its quality and performance, which tends to hold its value well over time. The year of manufacture (2008) and relatively high mileage (122,000 km) were considered in estimating a price of around 5,00,000 INR for this used car."
245,Skoda Rapid 1.6 MPI AT Style Plus,2016,675000,28182,Petrol,Trustmark Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.52 bhp,153Nm@ 3800rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Skoda Rapid 1.6 MPI AT Style Plus,
year: 2016,
km_driven: 28182,
fuel: Petrol,
seller_type: Trustmark Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 14.3 kmpl,
engine: 1598 CC,
max_power: 103.52 bhp,
torque: 153Nm@ 3800rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.25"",""value"":""2016""},
{""attribute"":""km_driven"",""importance"":""0.20"",""value"":""28182""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Petrol""},
{""attribute"":""transmission"",""importance"":""0.20"",""value"":""Automatic""},
{""attribute"":""mileage"",""importance"":""0.10"",""value"":""14.3 kmpl""},
{""attribute"":""engine"",""importance"":""0.10"",""value"":""1598 CC""}
]","I made the prediction based on the year, mileage, and seller type attributes. The low mileage for a 2016 model, the Trustmark Dealer status, and the automatic transmission typically indicate a higher selling price."
246,Tata Nano Twist XT,2015,165000,25000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,51Nm@ 4000+/-500rpm,4.0,150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata Nano Twist XT,
year: 2015,
km_driven: 25000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 25.4 kmpl,
engine: 624 CC,
max_power: 37.5 bhp,
torque: 51Nm@ 4000+/-500rpm,
seats: 4.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.20"",""value"":""2015""},
{""attribute"":""km_driven"",""importance"":""0.30"",""value"":""25000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Petrol""},
{""attribute"":""transmission"",""importance"":""0.10"",""value"":""Manual""},
{""attribute"":""mileage"",""importance"":""0.10"",""value"":""25.4 kmpl""},
{""attribute"":""engine"",""importance"":""0.10"",""value"":""624 CC""},
{""attribute"":""max_power"",""importance"":""0.05"",""value"":""37.5 bhp""}
]","I made the prediction based on the year, mileage, and condition of the car. The low mileage of 25,000 km for a 2015 Tata Nano Twist XT in good condition would likely result in a higher selling price."
247,Hyundai EON Era Plus,2015,250000,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,200000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai EON Era Plus,
year: 2015,
km_driven: 80000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 21.1 kmpl,
engine: 814 CC,
max_power: 55.2 bhp,
torque: 74.5Nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.30"",""value"":""2015""},
{""attribute"":""km_driven"",""importance"":""0.25"",""value"":""80000""},
{""attribute"":""fuel"",""importance"":""0.20"",""value"":""Petrol""},
{""attribute"":""mileage"",""importance"":""0.15"",""value"":""21.1 kmpl""},
{""attribute"":""engine"",""importance"":""0.10"",""value"":""814 CC""}
]","I made the prediction based on the year, kilometers driven, fuel type, and car model. The attributes that had a high influence on the decision were the year (2015) and the high mileage (80000 km), which typically lower the selling price of a used car."
248,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,900000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Ford EcoSport 1.5 Diesel Titanium Plus BSIV,
year: 2018,
km_driven: 30000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 23.0 kmpl,
engine: 1498 CC,
max_power: 98.96 bhp,
torque: 205Nm@ 1750-3250rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.25"",""value"":""2018""},
{""attribute"":""km_driven"",""importance"":""0.35"",""value"":""30000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Diesel""},
{""attribute"":""transmission"",""importance"":""0.15"",""value"":""Manual""},
{""attribute"":""max_power"",""importance"":""0.10"",""value"":""98.96 bhp""}
]","I made the prediction based on the year, mileage, fuel type, and model of the car. The attributes that had a high influence on the decision were the year (2018) and the model (Ford EcoSport 1.5 Diesel Titanium Plus BSIV), which are known to hold their value well in the Indian market."
249,Maruti Zen Estilo LXI BS IV,2010,100000,180000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Zen Estilo LXI BS IV,
year: 2010,
km_driven: 180000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 19.0 kmpl,
engine: 998 CC,
max_power: 67.1 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,"[
{""attribute"":""year"",""importance"":""0.30"",""value"":""2010""},
{""attribute"":""km_driven"",""importance"":""0.40"",""value"":""180000""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Petrol""},
{""attribute"":""owner"",""importance"":""0.10"",""value"":""Second Owner""},
{""attribute"":""engine"",""importance"":""0.05"",""value"":""998 CC""}
]","I made the prediction based on the year of the car, the high mileage of 180,000 km, and the fact that it is a second-hand car. These attributes typically result in a lower selling price due to depreciation and wear and tear."
250,Ford Figo Diesel EXI Option,2012,195000,163720,Diesel,Dealer,Manual,First Owner,18.5 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Ford Figo Diesel EXI Option,
year: 2012,
km_driven: 163720,
fuel: Diesel,
seller_type: Dealer,
transmission: Manual,
owner: First Owner,
mileage: 18.5 kmpl,
engine: 1399 CC,
max_power: 68 bhp,
torque: 160Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,"[
{""attribute"":""year"",""importance"":""0.20"",""value"":""2012""},
{""attribute"":""km_driven"",""importance"":""0.40"",""value"":""163720""},
{""attribute"":""fuel"",""importance"":""0.15"",""value"":""Diesel""},
{""attribute"":""transmission"",""importance"":""0.10"",""value"":""Manual""},
{""attribute"":""mileage"",""importance"":""0.05"",""value"":""18.5 kmpl""},
{""attribute"":""engine"",""importance"":""0.10"",""value"":""1399 CC""}
]","I made the prediction based on the year, mileage, and condition of the car. The high mileage of 163720 km driven in 2012 significantly impacts the selling price, leading to a lower predicted price of 250,000 INR."
251,Tata Indica Vista Quadrajet LS,2015,250000,155000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata Indica Vista Quadrajet LS,
year: 2015,
km_driven: 155000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 22.3 kmpl,
engine: 1248 CC,
max_power: 74 bhp,
torque: 190Nm@ 1750-3000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,"[
{""attribute"":""year"",""importance"":""0.25"",""value"":""2015""},
{""attribute"":""km_driven"",""importance"":""0.35"",""value"":""155000""},
{""attribute"":""fuel"",""importance"":""0.20"",""value"":""Diesel""},
{""attribute"":""transmission"",""importance"":""0.15"",""value"":""Manual""},
{""attribute"":""owner"",""importance"":""0.05"",""value"":""Second Owner""}
]","I made the prediction based on the year, high mileage (155000 km), and the fact that it is a diesel car. These attributes typically result in a lower selling price for a used car in the Indian market."
252,Hyundai Verna Transform SX VGT CRDi,2010,220000,80000,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Verna Transform SX VGT CRDi,
year: 2010,
km_driven: 80000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 16.2 kmpl,
engine: 1493 CC,
max_power: 110 bhp,
torque: 24 KGM at 1900-2750 RPM,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,"[
{""attribute"":""year"",""importance"":""0.15"",""value"":""2010""},
{""attribute"":""km_driven"",""importance"":""0.25"",""value"":""80000""},
{""attribute"":""fuel"",""importance"":""0.20"",""value"":""Diesel""},
{""attribute"":""transmission"",""importance"":""0.15"",""value"":""Manual""},
{""attribute"":""owner"",""importance"":""0.10"",""value"":""Second Owner""},
{""attribute"":""engine"",""importance"":""0.15"",""value"":""1493 CC""}
]","I made the prediction based on the year of the car, its mileage, engine specifications, and the fact that it is a diesel car. These attributes are crucial in determining the selling price of a used car in the Indian market."
